"ID";"SoortMisdrijf";"RegioS";"Perioden";"TotaalGeregistreerdeMisdrijven_1";"GeregistreerdeMisdrijvenPer1000Inw_3"
"157";"0000000";"GM1680";"2015JJ00";"     645";"    25.6"
"165";"0000000";"GM0738";"2015JJ00";"     385";"    29.6"
"173";"0000000";"GM0358";"2015JJ00";"    1100";"    35.4"
"181";"0000000";"GM0197";"2015JJ00";"     615";"    22.9"
"189";"0000000";"GM0305";"2015JJ00";"";""
"197";"0000000";"GM0059";"2015JJ00";"     735";"    26.2"
"205";"0000000";"GM0482";"2015JJ00";"     840";"    42.3"
"213";"0000000";"GM0613";"2015JJ00";"    1120";"    44.6"
"221";"0000000";"GM0361";"2015JJ00";"    7525";"    70.2"
"229";"0000000";"GM0141";"2015JJ00";"    4120";"    57.0"
"237";"0000000";"GM0034";"2015JJ00";"   11915";"    60.5"
"245";"0000000";"GM0484";"2015JJ00";"    4480";"    41.7"
"253";"0000000";"GM1723";"2015JJ00";"     435";"    44.4"
"261";"0000000";"GM0060";"2015JJ00";"     135";"    37.0"
"269";"0000000";"GM0307";"2015JJ00";"    8925";"    58.5"
"277";"0000000";"GM0362";"2015JJ00";"    4360";"    50.0"
"285";"0000000";"GM0363";"2015JJ00";"   96185";"   117.1"
"293";"0000000";"GM0364";"2015JJ00";"";""
"301";"0000000";"GM0366";"2015JJ00";"";""
"309";"0000000";"GM0200";"2015JJ00";"    8915";"    56.4"
"317";"0000000";"GM0003";"2015JJ00";"     445";"    37.0"
"325";"0000000";"GM0202";"2015JJ00";"   12620";"    82.9"
"333";"0000000";"GM0106";"2015JJ00";"    3840";"    57.2"
"341";"0000000";"GM0743";"2015JJ00";"     860";"    51.9"
"349";"0000000";"GM0744";"2015JJ00";"     315";"    48.0"
"357";"0000000";"GM0308";"2015JJ00";"    1245";"    51.1"
"365";"0000000";"GM0489";"2015JJ00";"    1965";"    41.4"
"373";"0000000";"GM0203";"2015JJ00";"    2170";"    39.7"
"381";"0000000";"GM0005";"2015JJ00";"     255";"    24.6"
"389";"0000000";"GM0888";"2015JJ00";"    1090";"    67.2"
"397";"0000000";"GM0370";"2015JJ00";"     255";"    28.9"
"405";"0000000";"GM0889";"2015JJ00";"     435";"    32.2"
"413";"0000000";"GM0007";"2015JJ00";"     220";"    23.8"
"421";"0000000";"GM1945";"2015JJ00";"";""
"429";"0000000";"GM0491";"2015JJ00";"";""
"437";"0000000";"GM1724";"2015JJ00";"     640";"    35.2"
"445";"0000000";"GM0893";"2015JJ00";"     465";"    35.3"
"453";"0000000";"GM0373";"2015JJ00";"    1265";"    42.2"
"461";"0000000";"GM0748";"2015JJ00";"    4135";"    62.3"
"469";"0000000";"GM1859";"2015JJ00";"    1185";"    26.7"
"477";"0000000";"GM1721";"2015JJ00";"    1165";"    39.3"
"485";"0000000";"GM0568";"2015JJ00";"";""
"493";"0000000";"GM0753";"2015JJ00";"    1440";"    50.1"
"501";"0000000";"GM0209";"2015JJ00";"     910";"    36.1"
"509";"0000000";"GM0375";"2015JJ00";"    2690";"    66.9"
"517";"0000000";"GM0063";"2015JJ00";"     245";"    23.3"
"525";"0000000";"GM0310";"2015JJ00";"    1885";"    44.7"
"533";"0000000";"GM0585";"2015JJ00";"     840";"    29.3"
"541";"0000000";"GM1728";"2015JJ00";"     875";"    44.1"
"549";"0000000";"GM0376";"2015JJ00";"     475";"    50.9"
"557";"0000000";"GM0377";"2015JJ00";"    1180";"    53.0"
"565";"0000000";"GM0055";"2015JJ00";"";""
"573";"0000000";"GM0497";"2015JJ00";"";""
"581";"0000000";"GM1901";"2015JJ00";"    1315";"    39.6"
"589";"0000000";"GM0755";"2015JJ00";"     300";"    29.4"
"597";"0000000";"GM0009";"2015JJ00";"     140";"    18.5"
"605";"0000000";"GM0064";"2015JJ00";"";""
"613";"0000000";"GM1681";"2015JJ00";"     705";"    27.6"
"621";"0000000";"GM0147";"2015JJ00";"     715";"    32.5"
"629";"0000000";"GM0654";"2015JJ00";"     560";"    24.8"
"637";"0000000";"GM0499";"2015JJ00";"";""
"645";"0000000";"GM0756";"2015JJ00";"    1155";"    40.8"
"653";"0000000";"GM0757";"2015JJ00";"    1500";"    49.4"
"661";"0000000";"GM0758";"2015JJ00";"   13540";"    74.8"
"669";"0000000";"GM0311";"2015JJ00";"";""
"677";"0000000";"GM0501";"2015JJ00";"     880";"    53.4"
"685";"0000000";"GM1876";"2015JJ00";"     805";"    21.9"
"693";"0000000";"GM0213";"2015JJ00";"     745";"    35.6"
"701";"0000000";"GM0899";"2015JJ00";"    1865";"    65.0"
"709";"0000000";"GM0312";"2015JJ00";"     680";"    46.2"
"717";"0000000";"GM0313";"2015JJ00";"     760";"    36.7"
"725";"0000000";"GM0214";"2015JJ00";"     715";"    27.3"
"733";"0000000";"GM0381";"2015JJ00";"    1795";"    54.5"
"741";"0000000";"GM0502";"2015JJ00";"    3650";"    54.9"
"749";"0000000";"GM0383";"2015JJ00";"    1405";"    40.8"
"757";"0000000";"GM0109";"2015JJ00";"    1430";"    40.2"
"765";"0000000";"GM1706";"2015JJ00";"     860";"    41.8"
"773";"0000000";"GM0611";"2015JJ00";"     415";"    32.4"
"781";"0000000";"GM1684";"2015JJ00";"    1060";"    43.1"
"789";"0000000";"GM0216";"2015JJ00";"    1610";"    58.4"
"797";"0000000";"GM0148";"2015JJ00";"     530";"    19.2"
"805";"0000000";"GM1891";"2015JJ00";"     420";"    22.0"
"813";"0000000";"GM0503";"2015JJ00";"    6665";"    66.0"
"821";"0000000";"GM0010";"2015JJ00";"    1015";"    39.9"
"829";"0000000";"GM0762";"2015JJ00";"    1480";"    46.6"
"837";"0000000";"GM0150";"2015JJ00";"    5620";"    57.0"
"845";"0000000";"GM0384";"2015JJ00";"    1755";"    65.8"
"853";"0000000";"GM1774";"2015JJ00";"     560";"    21.6"
"861";"0000000";"GM0504";"2015JJ00";"";""
"869";"0000000";"GM0221";"2015JJ00";"     550";"    48.3"
"877";"0000000";"GM0222";"2015JJ00";"    2610";"    46.2"
"885";"0000000";"GM0766";"2015JJ00";"    1085";"    42.7"
"893";"0000000";"GM0058";"2015JJ00";"     585";"    24.4"
"901";"0000000";"GM0505";"2015JJ00";"    8080";"    68.0"
"909";"0000000";"GM0498";"2015JJ00";"     635";"    32.8"
"917";"0000000";"GM1719";"2015JJ00";"     960";"    35.9"
"925";"0000000";"GM0303";"2015JJ00";"    1805";"    44.7"
"933";"0000000";"GM0225";"2015JJ00";"     610";"    33.3"
"941";"0000000";"GM0226";"2015JJ00";"     940";"    36.8"
"949";"0000000";"GM1711";"2015JJ00";"    1450";"    45.3"
"957";"0000000";"GM0385";"2015JJ00";"     825";"    28.4"
"965";"0000000";"GM0228";"2015JJ00";"    4920";"    44.1"
"973";"0000000";"GM0317";"2015JJ00";"     340";"    38.4"
"981";"0000000";"GM1651";"2015JJ00";"     410";"    25.9"
"989";"0000000";"GM0770";"2015JJ00";"     820";"    44.7"
"997";"0000000";"GM0905";"2015JJ00";"";""
"1005";"0000000";"GM1903";"2015JJ00";"     840";"    33.7"
"1013";"0000000";"GM0772";"2015JJ00";"   22200";"    99.4"
"1021";"0000000";"GM0230";"2015JJ00";"     800";"    34.9"
"1029";"0000000";"GM0114";"2015JJ00";"    5405";"    50.2"
"1037";"0000000";"GM0388";"2015JJ00";"    1125";"    61.3"
"1045";"0000000";"GM0153";"2015JJ00";"   11120";"    70.1"
"1053";"0000000";"GM0232";"2015JJ00";"    1195";"    37.1"
"1061";"0000000";"GM0233";"2015JJ00";"    1310";"    50.1"
"1069";"0000000";"GM0777";"2015JJ00";"    2245";"    52.8"
"1077";"0000000";"GM1722";"2015JJ00";"     175";"    20.3"
"1085";"0000000";"GM0070";"2015JJ00";"     740";"    36.4"
"1093";"0000000";"GM1921";"2015JJ00";"    1595";"    31.1"
"1101";"0000000";"GM1940";"2015JJ00";"";""
"1109";"0000000";"GM0653";"2015JJ00";"";""
"1117";"0000000";"GM0779";"2015JJ00";"    1000";"    46.4"
"1125";"0000000";"GM0236";"2015JJ00";"    1205";"    45.7"
"1133";"0000000";"GM1771";"2015JJ00";"    2040";"    52.4"
"1141";"0000000";"GM1652";"2015JJ00";"    1190";"    40.4"
"1149";"0000000";"GM0907";"2015JJ00";"     715";"    41.4"
"1157";"0000000";"GM0689";"2015JJ00";"     450";"    31.3"
"1165";"0000000";"GM0784";"2015JJ00";"    1325";"    50.8"
"1173";"0000000";"GM0511";"2015JJ00";"";""
"1181";"0000000";"GM1924";"2015JJ00";"    1620";"    33.6"
"1189";"0000000";"GM0664";"2015JJ00";"    2060";"    55.5"
"1197";"0000000";"GM0785";"2015JJ00";"     860";"    37.3"
"1205";"0000000";"GM1942";"2015JJ00";"";""
"1213";"0000000";"GM0512";"2015JJ00";"    2225";"    63.0"
"1221";"0000000";"GM0513";"2015JJ00";"    5165";"    72.7"
"1229";"0000000";"GM0693";"2015JJ00";"";""
"1237";"0000000";"GM0365";"2015JJ00";"";""
"1245";"0000000";"GM0786";"2015JJ00";"     470";"    36.8"
"1253";"0000000";"GM0518";"2015JJ00";"   45920";"    89.2"
"1261";"0000000";"GM0241";"2015JJ00";"    1330";"    38.8"
"1269";"0000000";"GM0014";"2015JJ00";"   16440";"    82.1"
"1277";"0000000";"GM0015";"2015JJ00";"     225";"    18.4"
"1285";"0000000";"GM1729";"2015JJ00";"     545";"    37.5"
"1293";"0000000";"GM0158";"2015JJ00";"     620";"    25.5"
"1301";"0000000";"GM0788";"2015JJ00";"     435";"    32.3"
"1309";"0000000";"GM0392";"2015JJ00";"   10365";"    66.2"
"1317";"0000000";"GM0393";"2015JJ00";"     375";"    67.1"
"1325";"0000000";"GM0394";"2015JJ00";"   11620";"    80.6"
"1333";"0000000";"GM1655";"2015JJ00";"    1175";"    39.9"
"1341";"0000000";"GM0160";"2015JJ00";"    1895";"    31.8"
"1349";"0000000";"GM0243";"2015JJ00";"    2180";"    47.6"
"1357";"0000000";"GM0523";"2015JJ00";"     460";"    25.8"
"1365";"0000000";"GM0017";"2015JJ00";"     745";"    39.3"
"1373";"0000000";"GM0395";"2015JJ00";"";""
"1381";"0000000";"GM0072";"2015JJ00";"     690";"    43.7"
"1389";"0000000";"GM0244";"2015JJ00";"     385";"    32.5"
"1397";"0000000";"GM0396";"2015JJ00";"    1785";"    45.6"
"1405";"0000000";"GM0397";"2015JJ00";"    1190";"    45.0"
"1413";"0000000";"GM0246";"2015JJ00";"     625";"    33.7"
"1421";"0000000";"GM0074";"2015JJ00";"    2130";"    42.5"
"1429";"0000000";"GM0398";"2015JJ00";"    3030";"    56.6"
"1437";"0000000";"GM0917";"2015JJ00";"    7215";"    82.5"
"1445";"0000000";"GM1658";"2015JJ00";"     570";"    37.0"
"1453";"0000000";"GM0399";"2015JJ00";"     980";"    43.4"
"1461";"0000000";"GM0400";"2015JJ00";"    3845";"    68.0"
"1469";"0000000";"GM0163";"2015JJ00";"     840";"    23.6"
"1477";"0000000";"GM0530";"2015JJ00";"    1835";"    47.1"
"1485";"0000000";"GM0794";"2015JJ00";"    6510";"    72.6"
"1493";"0000000";"GM0531";"2015JJ00";"    1035";"    35.4"
"1501";"0000000";"GM0164";"2015JJ00";"    4825";"    59.5"
"1509";"0000000";"GM0796";"2015JJ00";"   11485";"    76.1"
"1517";"0000000";"GM0252";"2015JJ00";"     770";"    47.1"
"1525";"0000000";"GM0797";"2015JJ00";"    1670";"    38.7"
"1533";"0000000";"GM0534";"2015JJ00";"     810";"    38.3"
"1541";"0000000";"GM0798";"2015JJ00";"     770";"    51.1"
"1549";"0000000";"GM0402";"2015JJ00";"    5430";"    62.3"
"1557";"0000000";"GM1735";"2015JJ00";"    1050";"    30.0"
"1565";"0000000";"GM1911";"2015JJ00";"    1360";"    28.6"
"1573";"0000000";"GM0118";"2015JJ00";"    2745";"    50.1"
"1581";"0000000";"GM0018";"2015JJ00";"    1545";"    45.1"
"1589";"0000000";"GM0405";"2015JJ00";"    4825";"    67.1"
"1597";"0000000";"GM1507";"2015JJ00";"    1605";"    38.5"
"1605";"0000000";"GM0321";"2015JJ00";"    1720";"    35.4"
"1613";"0000000";"GM0406";"2015JJ00";"    1955";"    47.3"
"1621";"0000000";"GM0677";"2015JJ00";"    1120";"    40.9"
"1629";"0000000";"GM0353";"2015JJ00";"    1375";"    40.4"
"1637";"0000000";"GM1884";"2015JJ00";"     870";"    33.6"
"1645";"0000000";"GM0166";"2015JJ00";"    1755";"    34.1"
"1653";"0000000";"GM0678";"2015JJ00";"     285";"    22.9"
"1661";"0000000";"GM0537";"2015JJ00";"    2205";"    34.7"
"1669";"0000000";"GM0928";"2015JJ00";"    3090";"    66.5"
"1677";"0000000";"GM1598";"2015JJ00";"     815";"    36.4"
"1685";"0000000";"GM0079";"2015JJ00";"     270";"    21.0"
"1693";"0000000";"GM0588";"2015JJ00";"     205";"    19.2"
"1701";"0000000";"GM0542";"2015JJ00";"     815";"    28.1"
"1709";"0000000";"GM1931";"2015JJ00";"    1590";"    29.3"
"1717";"0000000";"GM1659";"2015JJ00";"     755";"    34.4"
"1725";"0000000";"GM1685";"2015JJ00";"     510";"    33.3"
"1733";"0000000";"GM0882";"2015JJ00";"    1965";"    52.4"
"1741";"0000000";"GM0415";"2015JJ00";"     475";"    43.7"
"1749";"0000000";"GM0416";"2015JJ00";"    1120";"    41.0"
"1757";"0000000";"GM1621";"2015JJ00";"    2315";"    39.8"
"1765";"0000000";"GM0417";"2015JJ00";"     545";"    50.0"
"1773";"0000000";"GM0022";"2015JJ00";"     615";"    31.7"
"1781";"0000000";"GM0545";"2015JJ00";"     790";"    38.4"
"1789";"0000000";"GM0080";"2015JJ00";"    8330";"    77.4"
"1797";"0000000";"GM0081";"2015JJ00";"     225";"    21.8"
"1805";"0000000";"GM0546";"2015JJ00";"    8155";"    67.1"
"1813";"0000000";"GM0547";"2015JJ00";"     980";"    36.4"
"1821";"0000000";"GM1916";"2015JJ00";"    3935";"    53.2"
"1829";"0000000";"GM0995";"2015JJ00";"    5095";"    66.7"
"1837";"0000000";"GM0082";"2015JJ00";"";""
"1845";"0000000";"GM1640";"2015JJ00";"    1380";"    38.1"
"1853";"0000000";"GM0327";"2015JJ00";"     795";"    27.4"
"1861";"0000000";"GM0694";"2015JJ00";"";""
"1869";"0000000";"GM0733";"2015JJ00";"     355";"    31.9"
"1877";"0000000";"GM1705";"2015JJ00";"    1225";"    26.8"
"1885";"0000000";"GM0553";"2015JJ00";"     965";"    42.8"
"1893";"0000000";"GM0808";"2015JJ00";"";""
"1901";"0000000";"GM0140";"2015JJ00";"     230";"    21.2"
"1909";"0000000";"GM0262";"2015JJ00";"    1075";"    32.3"
"1917";"0000000";"GM0329";"2015JJ00";"";""
"1925";"0000000";"GM0809";"2015JJ00";"    1260";"    54.9"
"1933";"0000000";"GM0331";"2015JJ00";"     285";"    20.4"
"1941";"0000000";"GM0024";"2015JJ00";"     220";"    21.9"
"1949";"0000000";"GM0168";"2015JJ00";"     685";"    30.5"
"1957";"0000000";"GM0333";"2015JJ00";"";""
"1965";"0000000";"GM1671";"2015JJ00";"";""
"1973";"0000000";"GM0263";"2015JJ00";"     950";"    39.3"
"1981";"0000000";"GM1641";"2015JJ00";"     790";"    33.3"
"1989";"0000000";"GM0556";"2015JJ00";"    1605";"    49.8"
"1997";"0000000";"GM0935";"2015JJ00";"   11465";"    93.7"
"2005";"0000000";"GM0936";"2015JJ00";"";""
"2013";"0000000";"GM1663";"2015JJ00";"     270";"    26.8"
"2021";"0000000";"GM0025";"2015JJ00";"     285";"    27.8"
"2029";"0000000";"GM0420";"2015JJ00";"    1520";"    34.9"
"2037";"0000000";"GM0938";"2015JJ00";"     800";"    41.9"
"2045";"0000000";"GM1948";"2015JJ00";"";""
"2053";"0000000";"GM0083";"2015JJ00";"";""
"2061";"0000000";"GM1908";"2015JJ00";"     320";"    23.7"
"2069";"0000000";"GM1987";"2015JJ00";"     350";"    28.7"
"2077";"0000000";"GM0119";"2015JJ00";"    1605";"    48.9"
"2085";"0000000";"GM0687";"2015JJ00";"    2550";"    53.6"
"2093";"0000000";"GM0559";"2015JJ00";"";""
"2101";"0000000";"GM1842";"2015JJ00";"     570";"    30.5"
"2109";"0000000";"GM1731";"2015JJ00";"    1040";"    31.2"
"2117";"0000000";"GM0815";"2015JJ00";"     300";"    27.5"
"2125";"0000000";"GM0265";"2015JJ00";"";""
"2133";"0000000";"GM1709";"2015JJ00";"    1740";"    47.3"
"2141";"0000000";"GM1927";"2015JJ00";"     600";"    20.7"
"2149";"0000000";"GM1955";"2015JJ00";"    1165";"    33.2"
"2157";"0000000";"GM0335";"2015JJ00";"     355";"    26.1"
"2165";"0000000";"GM0944";"2015JJ00";"     290";"    37.1"
"2173";"0000000";"GM0424";"2015JJ00";"     490";"    78.3"
"2181";"0000000";"GM0425";"2015JJ00";"     795";"    46.3"
"2189";"0000000";"GM1740";"2015JJ00";"     800";"    35.2"
"2197";"0000000";"GM0643";"2015JJ00";"";""
"2205";"0000000";"GM0946";"2015JJ00";"     515";"    30.6"
"2213";"0000000";"GM0304";"2015JJ00";"     405";"    33.6"
"2221";"0000000";"GM0412";"2015JJ00";"";""
"2229";"0000000";"GM0356";"2015JJ00";"    4255";"    69.5"
"2237";"0000000";"GM0569";"2015JJ00";"     645";"    23.8"
"2245";"0000000";"GM0571";"2015JJ00";"";""
"2253";"0000000";"GM0104";"2015JJ00";"";""
"2261";"0000000";"GM0267";"2015JJ00";"    1380";"    33.7"
"2269";"0000000";"GM0268";"2015JJ00";"   13440";"    78.7"
"2277";"0000000";"GM1930";"2015JJ00";"    4615";"    54.2"
"2285";"0000000";"GM1695";"2015JJ00";"     335";"    45.3"
"2293";"0000000";"GM1699";"2015JJ00";"     765";"    24.5"
"2301";"0000000";"GM0171";"2015JJ00";"    1475";"    31.7"
"2309";"0000000";"GM0575";"2015JJ00";"    1320";"    51.5"
"2317";"0000000";"GM0576";"2015JJ00";"     565";"    35.1"
"2325";"0000000";"GM0820";"2015JJ00";"     875";"    38.7"
"2333";"0000000";"GM0302";"2015JJ00";"    1020";"    38.1"
"2341";"0000000";"GM0951";"2015JJ00";"     675";"    43.7"
"2349";"0000000";"GM0579";"2015JJ00";"     910";"    39.6"
"2357";"0000000";"GM0823";"2015JJ00";"     760";"    42.1"
"2365";"0000000";"GM0824";"2015JJ00";"    1415";"    54.9"
"2373";"0000000";"GM1895";"2015JJ00";"    1825";"    47.4"
"2381";"0000000";"GM0269";"2015JJ00";"     670";"    29.1"
"2389";"0000000";"GM0173";"2015JJ00";"    1390";"    43.2"
"2397";"0000000";"GM1773";"2015JJ00";"     435";"    24.4"
"2405";"0000000";"GM0175";"2015JJ00";"     525";"    30.3"
"2413";"0000000";"GM0881";"2015JJ00";"     290";"    36.7"
"2421";"0000000";"GM1586";"2015JJ00";"     825";"    27.9"
"2429";"0000000";"GM0826";"2015JJ00";"    3140";"    58.4"
"2437";"0000000";"GM0580";"2015JJ00";"";""
"2445";"0000000";"GM0085";"2015JJ00";"     775";"    30.3"
"2453";"0000000";"GM0431";"2015JJ00";"     400";"    43.8"
"2461";"0000000";"GM0432";"2015JJ00";"     370";"    32.7"
"2469";"0000000";"GM0086";"2015JJ00";"     755";"    25.2"
"2477";"0000000";"GM0828";"2015JJ00";"    5290";"    58.9"
"2485";"0000000";"GM0584";"2015JJ00";"     780";"    33.0"
"2493";"0000000";"GM1509";"2015JJ00";"    1110";"    28.0"
"2501";"0000000";"GM0437";"2015JJ00";"    1130";"    85.0"
"2509";"0000000";"GM0644";"2015JJ00";"";""
"2517";"0000000";"GM0589";"2015JJ00";"     270";"    27.0"
"2525";"0000000";"GM1734";"2015JJ00";"    1635";"    34.9"
"2533";"0000000";"GM0590";"2015JJ00";"    1310";"    40.8"
"2541";"0000000";"GM1894";"2015JJ00";"    1515";"    34.9"
"2549";"0000000";"GM0765";"2015JJ00";"     500";"    39.4"
"2557";"0000000";"GM1926";"2015JJ00";"    1800";"    35.2"
"2565";"0000000";"GM0439";"2015JJ00";"    3940";"    49.5"
"2573";"0000000";"GM0273";"2015JJ00";"     860";"    35.2"
"2581";"0000000";"GM0177";"2015JJ00";"     825";"    22.5"
"2589";"0000000";"GM0595";"2015JJ00";"";""
"2597";"0000000";"GM0703";"2015JJ00";"     665";"    30.1"
"2605";"0000000";"GM0274";"2015JJ00";"    1330";"    42.3"
"2613";"0000000";"GM0339";"2015JJ00";"     160";"    31.8"
"2621";"0000000";"GM1667";"2015JJ00";"     460";"    36.0"
"2629";"0000000";"GM0275";"2015JJ00";"    2055";"    47.1"
"2637";"0000000";"GM0340";"2015JJ00";"     615";"    31.7"
"2645";"0000000";"GM0597";"2015JJ00";"    1895";"    42.0"
"2653";"0000000";"GM0196";"2015JJ00";"     310";"    28.5"
"2661";"0000000";"GM1672";"2015JJ00";"";""
"2669";"0000000";"GM1742";"2015JJ00";"    1030";"    27.3"
"2677";"0000000";"GM0603";"2015JJ00";"    3575";"    74.1"
"2685";"0000000";"GM1669";"2015JJ00";"     645";"    31.3"
"2693";"0000000";"GM0957";"2015JJ00";"    4880";"    85.6"
"2701";"0000000";"GM0736";"2015JJ00";"    1680";"    39.4"
"2709";"0000000";"GM1674";"2015JJ00";"    5020";"    65.3"
"2717";"0000000";"GM0599";"2015JJ00";"   60505";"    97.0"
"2725";"0000000";"GM0600";"2015JJ00";"";""
"2733";"0000000";"GM0277";"2015JJ00";"      70";"       ."
"2741";"0000000";"GM0840";"2015JJ00";"     830";"    37.2"
"2749";"0000000";"GM0441";"2015JJ00";"    2010";"    43.5"
"2757";"0000000";"GM0458";"2015JJ00";"";""
"2765";"0000000";"GM0279";"2015JJ00";"     290";"    30.4"
"2773";"0000000";"GM0606";"2015JJ00";"    5430";"    70.6"
"2781";"0000000";"GM0088";"2015JJ00";"      35";"       ."
"2789";"0000000";"GM0844";"2015JJ00";"     910";"    38.6"
"2797";"0000000";"GM0962";"2015JJ00";"     640";"    49.3"
"2805";"0000000";"GM0608";"2015JJ00";"";""
"2813";"0000000";"GM1676";"2015JJ00";"    1870";"    55.3"
"2821";"0000000";"GM0965";"2015JJ00";"     345";"    31.9"
"2829";"0000000";"GM1702";"2015JJ00";"     235";"    20.1"
"2837";"0000000";"GM0845";"2015JJ00";"     835";"    29.4"
"2845";"0000000";"GM0846";"2015JJ00";"     585";"    32.6"
"2853";"0000000";"GM1883";"2015JJ00";"    7760";"    82.8"
"2861";"0000000";"GM0051";"2015JJ00";"";""
"2869";"0000000";"GM0610";"2015JJ00";"     875";"    35.4"
"2877";"0000000";"GM0040";"2015JJ00";"     320";"    20.5"
"2885";"0000000";"GM1714";"2015JJ00";"     875";"    36.9"
"2893";"0000000";"GM0090";"2015JJ00";"    2525";"    45.3"
"2901";"0000000";"GM0091";"2015JJ00";"";""
"2909";"0000000";"GM0342";"2015JJ00";"    2120";"    46.6"
"2917";"0000000";"GM0847";"2015JJ00";"     650";"    34.7"
"2925";"0000000";"GM0848";"2015JJ00";"     820";"    50.2"
"2933";"0000000";"GM0612";"2015JJ00";"";""
"2941";"0000000";"GM0037";"2015JJ00";"    1480";"    45.4"
"2949";"0000000";"GM0180";"2015JJ00";"     410";"    25.1"
"2957";"0000000";"GM0532";"2015JJ00";"     950";"    44.1"
"2965";"0000000";"GM0851";"2015JJ00";"     875";"    37.0"
"2973";"0000000";"GM1708";"2015JJ00";"    1640";"    37.9"
"2981";"0000000";"GM0971";"2015JJ00";"    1125";"    44.8"
"2989";"0000000";"GM1904";"2015JJ00";"    2775";"    43.4"
"2997";"0000000";"GM0617";"2015JJ00";"     225";"    25.7"
"3005";"0000000";"GM1900";"2015JJ00";"    3500";"    41.6"
"3013";"0000000";"GM0715";"2015JJ00";"    2280";"    41.8"
"3021";"0000000";"GM0093";"2015JJ00";"     315";"    65.5"
"3029";"0000000";"GM0448";"2015JJ00";"     550";"    40.5"
"3037";"0000000";"GM1525";"2015JJ00";"    1280";"    35.9"
"3045";"0000000";"GM0716";"2015JJ00";"     655";"    25.7"
"3053";"0000000";"GM0281";"2015JJ00";"    3000";"    72.1"
"3061";"0000000";"GM0855";"2015JJ00";"   16115";"    76.1"
"3069";"0000000";"GM0183";"2015JJ00";"     370";"    17.5"
"3077";"0000000";"GM1700";"2015JJ00";"     895";"    26.4"
"3085";"0000000";"GM1730";"2015JJ00";"     880";"    27.0"
"3093";"0000000";"GM0737";"2015JJ00";"     825";"    25.9"
"3101";"0000000";"GM0282";"2015JJ00";"";""
"3109";"0000000";"GM0856";"2015JJ00";"    2525";"    61.5"
"3117";"0000000";"GM0450";"2015JJ00";"     745";"    56.1"
"3125";"0000000";"GM0451";"2015JJ00";"    1210";"    42.2"
"3133";"0000000";"GM0184";"2015JJ00";"     505";"    25.7"
"3141";"0000000";"GM0344";"2015JJ00";"   31110";"    93.1"
"3149";"0000000";"GM1581";"2015JJ00";"    1890";"    39.3"
"3157";"0000000";"GM0981";"2015JJ00";"     520";"    53.6"
"3165";"0000000";"GM0994";"2015JJ00";"    1085";"    65.4"
"3173";"0000000";"GM0858";"2015JJ00";"    1530";"    50.7"
"3181";"0000000";"GM0047";"2015JJ00";"    1175";"    42.4"
"3189";"0000000";"GM0345";"2015JJ00";"    2980";"    47.0"
"3197";"0000000";"GM0717";"2015JJ00";"     890";"    40.6"
"3205";"0000000";"GM0860";"2015JJ00";"    1650";"    43.7"
"3213";"0000000";"GM0861";"2015JJ00";"    1895";"    42.9"
"3221";"0000000";"GM0453";"2015JJ00";"    3385";"    50.4"
"3229";"0000000";"GM0983";"2015JJ00";"    7440";"    74.0"
"3237";"0000000";"GM0984";"2015JJ00";"    2355";"    54.5"
"3245";"0000000";"GM0620";"2015JJ00";"     820";"    41.7"
"3253";"0000000";"GM0622";"2015JJ00";"    4710";"    65.7"
"3261";"0000000";"GM0048";"2015JJ00";"     990";"    61.2"
"3269";"0000000";"GM0096";"2015JJ00";"      80";"       ."
"3277";"0000000";"GM0718";"2015JJ00";"    2685";"    60.4"
"3285";"0000000";"GM0623";"2015JJ00";"";""
"3293";"0000000";"GM0986";"2015JJ00";"     355";"    28.8"
"3301";"0000000";"GM0626";"2015JJ00";"     850";"    33.9"
"3309";"0000000";"GM0285";"2015JJ00";"     855";"    35.8"
"3317";"0000000";"GM0865";"2015JJ00";"    1130";"    43.8"
"3325";"0000000";"GM0866";"2015JJ00";"     625";"    37.0"
"3333";"0000000";"GM0867";"2015JJ00";"    2695";"    57.7"
"3341";"0000000";"GM0627";"2015JJ00";"    1115";"    43.4"
"3349";"0000000";"GM0289";"2015JJ00";"    1360";"    36.0"
"3357";"0000000";"GM0629";"2015JJ00";"    1090";"    42.4"
"3365";"0000000";"GM0852";"2015JJ00";"     525";"    30.7"
"3373";"0000000";"GM0988";"2015JJ00";"    2840";"    58.1"
"3381";"0000000";"GM0457";"2015JJ00";"     910";"    49.5"
"3389";"0000000";"GM0870";"2015JJ00";"     875";"    33.0"
"3397";"0000000";"GM0459";"2015JJ00";"";""
"3405";"0000000";"GM0668";"2015JJ00";"     600";"    32.3"
"3413";"0000000";"GM1701";"2015JJ00";"     490";"    25.7"
"3421";"0000000";"GM0293";"2015JJ00";"     545";"    36.4"
"3429";"0000000";"GM1783";"2015JJ00";"    4765";"    45.7"
"3437";"0000000";"GM0098";"2015JJ00";"     950";"    37.1"
"3445";"0000000";"GM0614";"2015JJ00";"     500";"    35.6"
"3453";"0000000";"GM0189";"2015JJ00";"     615";"    25.7"
"3461";"0000000";"GM0462";"2015JJ00";"";""
"3469";"0000000";"GM0463";"2015JJ00";"";""
"3477";"0000000";"GM0296";"2015JJ00";"    1705";"    41.7"
"3485";"0000000";"GM1696";"2015JJ00";"     775";"    33.4"
