"ID";"SoortMisdrijf";"RegioS";"Perioden";"TotaalGeregistreerdeMisdrijven_1";"GeregistreerdeMisdrijvenPer1000Inw_3"
"40245";"1030100";"GM0687";"2015JJ00";"      10";"       ."
"40253";"1030100";"GM0559";"2015JJ00";"";""
"40261";"1030100";"GM1842";"2015JJ00";"       0";"     0.0"
"40269";"1030100";"GM1731";"2015JJ00";"       5";"       ."
"40277";"1030100";"GM0815";"2015JJ00";"       0";"     0.0"
"40285";"1030100";"GM0265";"2015JJ00";"";""
"40293";"1030100";"GM1709";"2015JJ00";"       0";"     0.0"
"40301";"1030100";"GM1927";"2015JJ00";"       0";"     0.0"
"40309";"1030100";"GM1955";"2015JJ00";"       5";"       ."
"40317";"1030100";"GM0335";"2015JJ00";"       0";"     0.0"
"40325";"1030100";"GM0944";"2015JJ00";"       0";"     0.0"
"40333";"1030100";"GM0424";"2015JJ00";"       0";"     0.0"
"40341";"1030100";"GM0425";"2015JJ00";"       0";"     0.0"
"40349";"1030100";"GM1740";"2015JJ00";"       0";"     0.0"
"40357";"1030100";"GM0643";"2015JJ00";"";""
"40365";"1030100";"GM0946";"2015JJ00";"       0";"     0.0"
"40373";"1030100";"GM0304";"2015JJ00";"       0";"     0.0"
"40381";"1030100";"GM0412";"2015JJ00";"";""
"40389";"1030100";"GM0356";"2015JJ00";"      10";"       ."
"40397";"1030100";"GM0569";"2015JJ00";"       0";"     0.0"
"40405";"1030100";"GM0571";"2015JJ00";"";""
"40413";"1030100";"GM0104";"2015JJ00";"";""
"40421";"1030100";"GM0267";"2015JJ00";"       5";"       ."
"40429";"1030100";"GM0268";"2015JJ00";"      25";"       ."
"40437";"1030100";"GM1930";"2015JJ00";"       5";"       ."
"40445";"1030100";"GM1695";"2015JJ00";"       0";"     0.0"
"40453";"1030100";"GM1699";"2015JJ00";"       5";"       ."
"40461";"1030100";"GM0171";"2015JJ00";"       5";"       ."
"40469";"1030100";"GM0575";"2015JJ00";"       5";"       ."
"40477";"1030100";"GM0576";"2015JJ00";"       5";"       ."
"40485";"1030100";"GM0820";"2015JJ00";"       0";"     0.0"
"40493";"1030100";"GM0302";"2015JJ00";"       0";"     0.0"
"40501";"1030100";"GM0951";"2015JJ00";"       0";"     0.0"
"40509";"1030100";"GM0579";"2015JJ00";"       0";"     0.0"
"40517";"1030100";"GM0823";"2015JJ00";"       0";"     0.0"
"40525";"1030100";"GM0824";"2015JJ00";"       0";"     0.0"
"40533";"1030100";"GM1895";"2015JJ00";"       0";"     0.0"
"40541";"1030100";"GM0269";"2015JJ00";"       5";"       ."
"40549";"1030100";"GM0173";"2015JJ00";"      10";"       ."
"40557";"1030100";"GM1773";"2015JJ00";"       0";"     0.0"
"40565";"1030100";"GM0175";"2015JJ00";"       5";"       ."
"40573";"1030100";"GM0881";"2015JJ00";"       0";"     0.0"
"40581";"1030100";"GM1586";"2015JJ00";"       0";"     0.0"
"40589";"1030100";"GM0826";"2015JJ00";"      10";"       ."
"40597";"1030100";"GM0580";"2015JJ00";"";""
"40605";"1030100";"GM0085";"2015JJ00";"       0";"     0.0"
"40613";"1030100";"GM0431";"2015JJ00";"       0";"     0.0"
"40621";"1030100";"GM0432";"2015JJ00";"       0";"     0.0"
"40629";"1030100";"GM0086";"2015JJ00";"       5";"       ."
"40637";"1030100";"GM0828";"2015JJ00";"      15";"       ."
"40645";"1030100";"GM0584";"2015JJ00";"       0";"     0.0"
"40653";"1030100";"GM1509";"2015JJ00";"       5";"       ."
"40661";"1030100";"GM0437";"2015JJ00";"       0";"     0.0"
"40669";"1030100";"GM0644";"2015JJ00";"";""
"40677";"1030100";"GM0589";"2015JJ00";"       0";"     0.0"
"40685";"1030100";"GM1734";"2015JJ00";"       5";"       ."
"40693";"1030100";"GM0590";"2015JJ00";"       5";"       ."
"40701";"1030100";"GM1894";"2015JJ00";"       0";"     0.0"
"40709";"1030100";"GM0765";"2015JJ00";"       0";"     0.0"
"40717";"1030100";"GM1926";"2015JJ00";"      10";"       ."
"40725";"1030100";"GM0439";"2015JJ00";"      10";"       ."
"40733";"1030100";"GM0273";"2015JJ00";"       0";"     0.0"
"40741";"1030100";"GM0177";"2015JJ00";"       0";"     0.0"
"40749";"1030100";"GM0595";"2015JJ00";"";""
"40757";"1030100";"GM0703";"2015JJ00";"       0";"     0.0"
"40765";"1030100";"GM0274";"2015JJ00";"       0";"     0.0"
"40773";"1030100";"GM0339";"2015JJ00";"       0";"     0.0"
"40781";"1030100";"GM1667";"2015JJ00";"       0";"     0.0"
"40789";"1030100";"GM0275";"2015JJ00";"       5";"       ."
"40797";"1030100";"GM0340";"2015JJ00";"       0";"     0.0"
"40805";"1030100";"GM0597";"2015JJ00";"       5";"       ."
"40813";"1030100";"GM0196";"2015JJ00";"       0";"     0.0"
"40821";"1030100";"GM1672";"2015JJ00";"";""
"40829";"1030100";"GM1742";"2015JJ00";"       5";"       ."
"40837";"1030100";"GM0603";"2015JJ00";"       5";"       ."
"40845";"1030100";"GM1669";"2015JJ00";"       0";"     0.0"
"40853";"1030100";"GM0957";"2015JJ00";"      10";"       ."
"40861";"1030100";"GM0736";"2015JJ00";"       5";"       ."
"40869";"1030100";"GM1674";"2015JJ00";"      15";"       ."
"40877";"1030100";"GM0599";"2015JJ00";"     140";"     0.2"
"40885";"1030100";"GM0600";"2015JJ00";"";""
"40893";"1030100";"GM0277";"2015JJ00";"       0";"     0.0"
"40901";"1030100";"GM0840";"2015JJ00";"       0";"     0.0"
"40909";"1030100";"GM0441";"2015JJ00";"      10";"       ."
"40917";"1030100";"GM0458";"2015JJ00";"";""
"40925";"1030100";"GM0279";"2015JJ00";"       0";"     0.0"
"40933";"1030100";"GM0606";"2015JJ00";"      10";"       ."
"40941";"1030100";"GM0088";"2015JJ00";"       0";"     0.0"
"40949";"1030100";"GM0844";"2015JJ00";"       0";"     0.0"
"40957";"1030100";"GM0962";"2015JJ00";"       0";"     0.0"
"40965";"1030100";"GM0608";"2015JJ00";"";""
"40973";"1030100";"GM1676";"2015JJ00";"       5";"       ."
"40981";"1030100";"GM0965";"2015JJ00";"       0";"     0.0"
"40989";"1030100";"GM1702";"2015JJ00";"       0";"     0.0"
"40997";"1030100";"GM0845";"2015JJ00";"       0";"     0.0"
"41005";"1030100";"GM0846";"2015JJ00";"       0";"     0.0"
"41013";"1030100";"GM1883";"2015JJ00";"      15";"       ."
"41021";"1030100";"GM0051";"2015JJ00";"";""
"41029";"1030100";"GM0610";"2015JJ00";"       5";"       ."
"41037";"1030100";"GM0040";"2015JJ00";"       0";"     0.0"
"41045";"1030100";"GM1714";"2015JJ00";"       0";"     0.0"
"41053";"1030100";"GM0090";"2015JJ00";"      15";"       ."
"41061";"1030100";"GM0091";"2015JJ00";"";""
"41069";"1030100";"GM0342";"2015JJ00";"       0";"     0.0"
"41077";"1030100";"GM0847";"2015JJ00";"       0";"     0.0"
"41085";"1030100";"GM0848";"2015JJ00";"       0";"     0.0"
"41093";"1030100";"GM0612";"2015JJ00";"";""
"41101";"1030100";"GM0037";"2015JJ00";"       5";"       ."
"41109";"1030100";"GM0180";"2015JJ00";"       0";"     0.0"
"41117";"1030100";"GM0532";"2015JJ00";"       0";"     0.0"
"41125";"1030100";"GM0851";"2015JJ00";"       5";"       ."
"41133";"1030100";"GM1708";"2015JJ00";"       0";"     0.0"
"41141";"1030100";"GM0971";"2015JJ00";"       0";"     0.0"
"41149";"1030100";"GM1904";"2015JJ00";"       5";"       ."
"41157";"1030100";"GM0617";"2015JJ00";"       0";"     0.0"
"41165";"1030100";"GM1900";"2015JJ00";"      10";"       ."
"41173";"1030100";"GM0715";"2015JJ00";"      10";"       ."
"41181";"1030100";"GM0093";"2015JJ00";"       5";"       ."
"41189";"1030100";"GM0448";"2015JJ00";"       0";"     0.0"
"41197";"1030100";"GM1525";"2015JJ00";"       0";"     0.0"
"41205";"1030100";"GM0716";"2015JJ00";"       5";"       ."
"41213";"1030100";"GM0281";"2015JJ00";"       0";"     0.0"
"41221";"1030100";"GM0855";"2015JJ00";"      25";"       ."
"41229";"1030100";"GM0183";"2015JJ00";"       0";"     0.0"
"41237";"1030100";"GM1700";"2015JJ00";"       0";"     0.0"
"41245";"1030100";"GM1730";"2015JJ00";"       5";"       ."
"41253";"1030100";"GM0737";"2015JJ00";"       0";"     0.0"
"41261";"1030100";"GM0282";"2015JJ00";"";""
"41269";"1030100";"GM0856";"2015JJ00";"       0";"     0.0"
"41277";"1030100";"GM0450";"2015JJ00";"       0";"     0.0"
"41285";"1030100";"GM0451";"2015JJ00";"       0";"     0.0"
"41293";"1030100";"GM0184";"2015JJ00";"       0";"     0.0"
"41301";"1030100";"GM0344";"2015JJ00";"      55";"       ."
"41309";"1030100";"GM1581";"2015JJ00";"       0";"     0.0"
"41317";"1030100";"GM0981";"2015JJ00";"       0";"     0.0"
"41325";"1030100";"GM0994";"2015JJ00";"       0";"     0.0"
"41333";"1030100";"GM0858";"2015JJ00";"       5";"       ."
"41341";"1030100";"GM0047";"2015JJ00";"       0";"     0.0"
"41349";"1030100";"GM0345";"2015JJ00";"      10";"       ."
"41357";"1030100";"GM0717";"2015JJ00";"       5";"       ."
"41365";"1030100";"GM0860";"2015JJ00";"       5";"       ."
"41373";"1030100";"GM0861";"2015JJ00";"       5";"       ."
"41381";"1030100";"GM0453";"2015JJ00";"       0";"     0.0"
"41389";"1030100";"GM0983";"2015JJ00";"      30";"       ."
"41397";"1030100";"GM0984";"2015JJ00";"       0";"     0.0"
"41405";"1030100";"GM0620";"2015JJ00";"       0";"     0.0"
"41413";"1030100";"GM0622";"2015JJ00";"      10";"       ."
"41421";"1030100";"GM0048";"2015JJ00";"       0";"     0.0"
"41429";"1030100";"GM0096";"2015JJ00";"       0";"     0.0"
"41437";"1030100";"GM0718";"2015JJ00";"       5";"       ."
"41445";"1030100";"GM0623";"2015JJ00";"";""
"41453";"1030100";"GM0986";"2015JJ00";"       0";"     0.0"
"41461";"1030100";"GM0626";"2015JJ00";"       0";"     0.0"
"41469";"1030100";"GM0285";"2015JJ00";"       0";"     0.0"
"41477";"1030100";"GM0865";"2015JJ00";"       0";"     0.0"
"41485";"1030100";"GM0866";"2015JJ00";"       5";"       ."
"41493";"1030100";"GM0867";"2015JJ00";"       5";"       ."
"41501";"1030100";"GM0627";"2015JJ00";"       0";"     0.0"
"41509";"1030100";"GM0289";"2015JJ00";"       5";"       ."
"41517";"1030100";"GM0629";"2015JJ00";"       0";"     0.0"
"41525";"1030100";"GM0852";"2015JJ00";"       0";"     0.0"
"41533";"1030100";"GM0988";"2015JJ00";"       0";"     0.0"
"41541";"1030100";"GM0457";"2015JJ00";"       5";"       ."
"41549";"1030100";"GM0870";"2015JJ00";"       0";"     0.0"
"41557";"1030100";"GM0459";"2015JJ00";"";""
"41565";"1030100";"GM0668";"2015JJ00";"       0";"     0.0"
"41573";"1030100";"GM1701";"2015JJ00";"       0";"     0.0"
"41581";"1030100";"GM0293";"2015JJ00";"       0";"     0.0"
"41589";"1030100";"GM1783";"2015JJ00";"      10";"       ."
"41597";"1030100";"GM0098";"2015JJ00";"       0";"     0.0"
"41605";"1030100";"GM0614";"2015JJ00";"       0";"     0.0"
"41613";"1030100";"GM0189";"2015JJ00";"       0";"     0.0"
"41621";"1030100";"GM0462";"2015JJ00";"";""
"41629";"1030100";"GM0463";"2015JJ00";"";""
"41637";"1030100";"GM0296";"2015JJ00";"       0";"     0.0"
"41645";"1030100";"GM1696";"2015JJ00";"       0";"     0.0"
"41653";"1030100";"GM0352";"2015JJ00";"       0";"     0.0"
"41661";"1030100";"GM0053";"2015JJ00";"       0";"     0.0"
"41669";"1030100";"GM0294";"2015JJ00";"       0";"     0.0"
"41677";"1030100";"GM0873";"2015JJ00";"       0";"     0.0"
"41685";"1030100";"GM0632";"2015JJ00";"       5";"       ."
"41693";"1030100";"GM1690";"2015JJ00";"       0";"     0.0"
"41701";"1030100";"GM0880";"2015JJ00";"       0";"     0.0"
"41709";"1030100";"GM0351";"2015JJ00";"       5";"       ."
"41717";"1030100";"GM0874";"2015JJ00";"       0";"     0.0"
"41725";"1030100";"GM0710";"2015JJ00";"";""
"41733";"1030100";"GM0683";"2015JJ00";"";""
"41741";"1030100";"GM0479";"2015JJ00";"      15";"       ."
"41749";"1030100";"GM0297";"2015JJ00";"       0";"     0.0"
"41757";"1030100";"GM0473";"2015JJ00";"       5";"       ."
"41765";"1030100";"GM0707";"2015JJ00";"       0";"     0.0"
"41773";"1030100";"GM0478";"2015JJ00";"       0";"     0.0"
"41781";"1030100";"GM0050";"2015JJ00";"       5";"       ."
"41789";"1030100";"GM0355";"2015JJ00";"       5";"       ."
"41797";"1030100";"GM0299";"2015JJ00";"       0";"     0.0"
"41805";"1030100";"GM0476";"2015JJ00";"";""
"41813";"1030100";"GM0637";"2015JJ00";"      25";"       ."
"41821";"1030100";"GM0638";"2015JJ00";"       0";"     0.0"
"41829";"1030100";"GM0056";"2015JJ00";"       0";"     0.0"
"41837";"1030100";"GM1892";"2015JJ00";"       0";"     0.0"
"41845";"1030100";"GM0879";"2015JJ00";"       0";"     0.0"
"41853";"1030100";"GM0301";"2015JJ00";"       5";"       ."
"41861";"1030100";"GM1896";"2015JJ00";"       0";"     0.0"
"41869";"1030100";"GM0642";"2015JJ00";"      10";"       ."
"41877";"1030100";"GM0193";"2015JJ00";"      20";"       ."
"41885";"1030100";"GM0999";"2015JJ00";"       0";"     0.0"
"42133";"1030200";"GM1680";"2015JJ00";"       0";"     0.0"
"42141";"1030200";"GM0738";"2015JJ00";"       0";"     0.0"
"42149";"1030200";"GM0358";"2015JJ00";"       0";"     0.0"
"42157";"1030200";"GM0197";"2015JJ00";"       0";"     0.0"
"42165";"1030200";"GM0305";"2015JJ00";"";""
"42173";"1030200";"GM0059";"2015JJ00";"       0";"     0.0"
"42181";"1030200";"GM0482";"2015JJ00";"       0";"     0.0"
"42189";"1030200";"GM0613";"2015JJ00";"       0";"     0.0"
"42197";"1030200";"GM0361";"2015JJ00";"       0";"     0.0"
"42205";"1030200";"GM0141";"2015JJ00";"       0";"     0.0"
"42213";"1030200";"GM0034";"2015JJ00";"       5";"       ."
"42221";"1030200";"GM0484";"2015JJ00";"       0";"     0.0"
"42229";"1030200";"GM1723";"2015JJ00";"       0";"     0.0"
"42237";"1030200";"GM0060";"2015JJ00";"       0";"     0.0"
"42245";"1030200";"GM0307";"2015JJ00";"       0";"     0.0"
"42253";"1030200";"GM0362";"2015JJ00";"       0";"     0.0"
"42261";"1030200";"GM0363";"2015JJ00";"      25";"       ."
"42269";"1030200";"GM0364";"2015JJ00";"";""
"42277";"1030200";"GM0366";"2015JJ00";"";""
"42285";"1030200";"GM0200";"2015JJ00";"       5";"       ."
"42293";"1030200";"GM0003";"2015JJ00";"       0";"     0.0"
"42301";"1030200";"GM0202";"2015JJ00";"       5";"       ."
"42309";"1030200";"GM0106";"2015JJ00";"       0";"     0.0"
"42317";"1030200";"GM0743";"2015JJ00";"       0";"     0.0"
"42325";"1030200";"GM0744";"2015JJ00";"       0";"     0.0"
"42333";"1030200";"GM0308";"2015JJ00";"       0";"     0.0"
"42341";"1030200";"GM0489";"2015JJ00";"       0";"     0.0"
"42349";"1030200";"GM0203";"2015JJ00";"       5";"       ."
"42357";"1030200";"GM0005";"2015JJ00";"       0";"     0.0"
"42365";"1030200";"GM0888";"2015JJ00";"       0";"     0.0"
"42373";"1030200";"GM0370";"2015JJ00";"       0";"     0.0"
"42381";"1030200";"GM0889";"2015JJ00";"       0";"     0.0"
"42389";"1030200";"GM0007";"2015JJ00";"       0";"     0.0"
"42397";"1030200";"GM1945";"2015JJ00";"";""
"42405";"1030200";"GM0491";"2015JJ00";"";""
"42413";"1030200";"GM1724";"2015JJ00";"       0";"     0.0"
"42421";"1030200";"GM0893";"2015JJ00";"       0";"     0.0"
"42429";"1030200";"GM0373";"2015JJ00";"       0";"     0.0"
"42437";"1030200";"GM0748";"2015JJ00";"       0";"     0.0"
"42445";"1030200";"GM1859";"2015JJ00";"       0";"     0.0"
"42453";"1030200";"GM1721";"2015JJ00";"       0";"     0.0"
"42461";"1030200";"GM0568";"2015JJ00";"";""
"42469";"1030200";"GM0753";"2015JJ00";"       0";"     0.0"
"42477";"1030200";"GM0209";"2015JJ00";"       0";"     0.0"
"42485";"1030200";"GM0375";"2015JJ00";"       5";"       ."
"42493";"1030200";"GM0063";"2015JJ00";"       0";"     0.0"
"42501";"1030200";"GM0310";"2015JJ00";"       0";"     0.0"
"42509";"1030200";"GM0585";"2015JJ00";"       0";"     0.0"
"42517";"1030200";"GM1728";"2015JJ00";"       0";"     0.0"
"42525";"1030200";"GM0376";"2015JJ00";"       0";"     0.0"
"42533";"1030200";"GM0377";"2015JJ00";"       0";"     0.0"
"42541";"1030200";"GM0055";"2015JJ00";"";""
"42549";"1030200";"GM0497";"2015JJ00";"";""
"42557";"1030200";"GM1901";"2015JJ00";"       0";"     0.0"
"42565";"1030200";"GM0755";"2015JJ00";"       0";"     0.0"
"42573";"1030200";"GM0009";"2015JJ00";"       0";"     0.0"
"42581";"1030200";"GM0064";"2015JJ00";"";""
"42589";"1030200";"GM1681";"2015JJ00";"       0";"     0.0"
"42597";"1030200";"GM0147";"2015JJ00";"       0";"     0.0"
"42605";"1030200";"GM0654";"2015JJ00";"       0";"     0.0"
"42613";"1030200";"GM0499";"2015JJ00";"";""
"42621";"1030200";"GM0756";"2015JJ00";"       0";"     0.0"
"42629";"1030200";"GM0757";"2015JJ00";"       0";"     0.0"
"42637";"1030200";"GM0758";"2015JJ00";"       5";"       ."
"42645";"1030200";"GM0311";"2015JJ00";"";""
"42653";"1030200";"GM0501";"2015JJ00";"       0";"     0.0"
"42661";"1030200";"GM1876";"2015JJ00";"       0";"     0.0"
"42669";"1030200";"GM0213";"2015JJ00";"       0";"     0.0"
"42677";"1030200";"GM0899";"2015JJ00";"       0";"     0.0"
"42685";"1030200";"GM0312";"2015JJ00";"       0";"     0.0"
"42693";"1030200";"GM0313";"2015JJ00";"       0";"     0.0"
"42701";"1030200";"GM0214";"2015JJ00";"       0";"     0.0"
"42709";"1030200";"GM0381";"2015JJ00";"       0";"     0.0"
"42717";"1030200";"GM0502";"2015JJ00";"       0";"     0.0"
"42725";"1030200";"GM0383";"2015JJ00";"       0";"     0.0"
"42733";"1030200";"GM0109";"2015JJ00";"       0";"     0.0"
"42741";"1030200";"GM1706";"2015JJ00";"       0";"     0.0"
"42749";"1030200";"GM0611";"2015JJ00";"       0";"     0.0"
"42757";"1030200";"GM1684";"2015JJ00";"       0";"     0.0"
"42765";"1030200";"GM0216";"2015JJ00";"       0";"     0.0"
"42773";"1030200";"GM0148";"2015JJ00";"       0";"     0.0"
"42781";"1030200";"GM1891";"2015JJ00";"       0";"     0.0"
"42789";"1030200";"GM0503";"2015JJ00";"       0";"     0.0"
"42797";"1030200";"GM0010";"2015JJ00";"       0";"     0.0"
"42805";"1030200";"GM0762";"2015JJ00";"       0";"     0.0"
"42813";"1030200";"GM0150";"2015JJ00";"       0";"     0.0"
"42821";"1030200";"GM0384";"2015JJ00";"       0";"     0.0"
"42829";"1030200";"GM1774";"2015JJ00";"       0";"     0.0"
"42837";"1030200";"GM0504";"2015JJ00";"";""
"42845";"1030200";"GM0221";"2015JJ00";"       0";"     0.0"
"42853";"1030200";"GM0222";"2015JJ00";"       0";"     0.0"
"42861";"1030200";"GM0766";"2015JJ00";"       0";"     0.0"
"42869";"1030200";"GM0058";"2015JJ00";"       0";"     0.0"
"42877";"1030200";"GM0505";"2015JJ00";"      10";"       ."
"42885";"1030200";"GM0498";"2015JJ00";"       0";"     0.0"
"42893";"1030200";"GM1719";"2015JJ00";"       0";"     0.0"
"42901";"1030200";"GM0303";"2015JJ00";"       0";"     0.0"
"42909";"1030200";"GM0225";"2015JJ00";"       0";"     0.0"
"42917";"1030200";"GM0226";"2015JJ00";"       0";"     0.0"
"42925";"1030200";"GM1711";"2015JJ00";"       0";"     0.0"
"42933";"1030200";"GM0385";"2015JJ00";"       0";"     0.0"
"42941";"1030200";"GM0228";"2015JJ00";"       0";"     0.0"
"42949";"1030200";"GM0317";"2015JJ00";"       0";"     0.0"
"42957";"1030200";"GM1651";"2015JJ00";"       0";"     0.0"
"42965";"1030200";"GM0770";"2015JJ00";"       0";"     0.0"
"42973";"1030200";"GM0905";"2015JJ00";"";""
"42981";"1030200";"GM1903";"2015JJ00";"       0";"     0.0"
"42989";"1030200";"GM0772";"2015JJ00";"      10";"       ."
"42997";"1030200";"GM0230";"2015JJ00";"       0";"     0.0"
"43005";"1030200";"GM0114";"2015JJ00";"       0";"     0.0"
"43013";"1030200";"GM0388";"2015JJ00";"       0";"     0.0"
"43021";"1030200";"GM0153";"2015JJ00";"       0";"     0.0"
"43029";"1030200";"GM0232";"2015JJ00";"       0";"     0.0"
"43037";"1030200";"GM0233";"2015JJ00";"       0";"     0.0"
"43045";"1030200";"GM0777";"2015JJ00";"       0";"     0.0"
"43053";"1030200";"GM1722";"2015JJ00";"       0";"     0.0"
"43061";"1030200";"GM0070";"2015JJ00";"       0";"     0.0"
"43069";"1030200";"GM1921";"2015JJ00";"       0";"     0.0"
"43077";"1030200";"GM1940";"2015JJ00";"";""
"43085";"1030200";"GM0653";"2015JJ00";"";""
"43093";"1030200";"GM0779";"2015JJ00";"       0";"     0.0"
"43101";"1030200";"GM0236";"2015JJ00";"       0";"     0.0"
"43109";"1030200";"GM1771";"2015JJ00";"       0";"     0.0"
"43117";"1030200";"GM1652";"2015JJ00";"       0";"     0.0"
"43125";"1030200";"GM0907";"2015JJ00";"       0";"     0.0"
"43133";"1030200";"GM0689";"2015JJ00";"       0";"     0.0"
"43141";"1030200";"GM0784";"2015JJ00";"       0";"     0.0"
"43149";"1030200";"GM0511";"2015JJ00";"";""
"43157";"1030200";"GM1924";"2015JJ00";"       0";"     0.0"
"43165";"1030200";"GM0664";"2015JJ00";"       0";"     0.0"
"43173";"1030200";"GM0785";"2015JJ00";"       0";"     0.0"
"43181";"1030200";"GM1942";"2015JJ00";"";""
"43189";"1030200";"GM0512";"2015JJ00";"       0";"     0.0"
"43197";"1030200";"GM0513";"2015JJ00";"       5";"       ."
"43205";"1030200";"GM0693";"2015JJ00";"";""
"43213";"1030200";"GM0365";"2015JJ00";"";""
"43221";"1030200";"GM0786";"2015JJ00";"       0";"     0.0"
"43229";"1030200";"GM0518";"2015JJ00";"      20";"       ."
"43237";"1030200";"GM0241";"2015JJ00";"       0";"     0.0"
"43245";"1030200";"GM0014";"2015JJ00";"       0";"     0.0"
"43253";"1030200";"GM0015";"2015JJ00";"       0";"     0.0"
"43261";"1030200";"GM1729";"2015JJ00";"       0";"     0.0"
"43269";"1030200";"GM0158";"2015JJ00";"       0";"     0.0"
"43277";"1030200";"GM0788";"2015JJ00";"       0";"     0.0"
"43285";"1030200";"GM0392";"2015JJ00";"       0";"     0.0"
"43293";"1030200";"GM0393";"2015JJ00";"       0";"     0.0"
"43301";"1030200";"GM0394";"2015JJ00";"       5";"       ."
"43309";"1030200";"GM1655";"2015JJ00";"       0";"     0.0"
"43317";"1030200";"GM0160";"2015JJ00";"       0";"     0.0"
"43325";"1030200";"GM0243";"2015JJ00";"       0";"     0.0"
"43333";"1030200";"GM0523";"2015JJ00";"       0";"     0.0"
"43341";"1030200";"GM0017";"2015JJ00";"       0";"     0.0"
"43349";"1030200";"GM0395";"2015JJ00";"";""
"43357";"1030200";"GM0072";"2015JJ00";"       0";"     0.0"
"43365";"1030200";"GM0244";"2015JJ00";"       0";"     0.0"
"43373";"1030200";"GM0396";"2015JJ00";"       0";"     0.0"
"43381";"1030200";"GM0397";"2015JJ00";"       0";"     0.0"
"43389";"1030200";"GM0246";"2015JJ00";"       0";"     0.0"
"43397";"1030200";"GM0074";"2015JJ00";"       0";"     0.0"
"43405";"1030200";"GM0398";"2015JJ00";"       0";"     0.0"
"43413";"1030200";"GM0917";"2015JJ00";"       5";"       ."
"43421";"1030200";"GM1658";"2015JJ00";"       0";"     0.0"
"43429";"1030200";"GM0399";"2015JJ00";"       0";"     0.0"
"43437";"1030200";"GM0400";"2015JJ00";"       0";"     0.0"
"43445";"1030200";"GM0163";"2015JJ00";"       0";"     0.0"
"43453";"1030200";"GM0530";"2015JJ00";"       0";"     0.0"
"43461";"1030200";"GM0794";"2015JJ00";"       0";"     0.0"
"43469";"1030200";"GM0531";"2015JJ00";"       0";"     0.0"
"43477";"1030200";"GM0164";"2015JJ00";"       5";"       ."
"43485";"1030200";"GM0796";"2015JJ00";"       0";"     0.0"
"43493";"1030200";"GM0252";"2015JJ00";"       0";"     0.0"
"43501";"1030200";"GM0797";"2015JJ00";"       0";"     0.0"
"43509";"1030200";"GM0534";"2015JJ00";"       0";"     0.0"
"43517";"1030200";"GM0798";"2015JJ00";"       0";"     0.0"
"43525";"1030200";"GM0402";"2015JJ00";"       0";"     0.0"
"43533";"1030200";"GM1735";"2015JJ00";"       0";"     0.0"
"43541";"1030200";"GM1911";"2015JJ00";"       0";"     0.0"
"43549";"1030200";"GM0118";"2015JJ00";"       0";"     0.0"
"43557";"1030200";"GM0018";"2015JJ00";"       0";"     0.0"
"43565";"1030200";"GM0405";"2015JJ00";"       0";"     0.0"
"43573";"1030200";"GM1507";"2015JJ00";"       0";"     0.0"
"43581";"1030200";"GM0321";"2015JJ00";"       0";"     0.0"
"43589";"1030200";"GM0406";"2015JJ00";"       0";"     0.0"
"43597";"1030200";"GM0677";"2015JJ00";"       0";"     0.0"
"43605";"1030200";"GM0353";"2015JJ00";"       0";"     0.0"
"43613";"1030200";"GM1884";"2015JJ00";"       0";"     0.0"
"43621";"1030200";"GM0166";"2015JJ00";"       0";"     0.0"
"43629";"1030200";"GM0678";"2015JJ00";"       0";"     0.0"
"43637";"1030200";"GM0537";"2015JJ00";"       0";"     0.0"
"43645";"1030200";"GM0928";"2015JJ00";"       0";"     0.0"
"43653";"1030200";"GM1598";"2015JJ00";"       0";"     0.0"
"43661";"1030200";"GM0079";"2015JJ00";"       0";"     0.0"
"43669";"1030200";"GM0588";"2015JJ00";"       0";"     0.0"
"43677";"1030200";"GM0542";"2015JJ00";"       0";"     0.0"
"43685";"1030200";"GM1931";"2015JJ00";"       0";"     0.0"
"43693";"1030200";"GM1659";"2015JJ00";"       0";"     0.0"
"43701";"1030200";"GM1685";"2015JJ00";"       0";"     0.0"
"43709";"1030200";"GM0882";"2015JJ00";"       0";"     0.0"
"43717";"1030200";"GM0415";"2015JJ00";"       0";"     0.0"
"43725";"1030200";"GM0416";"2015JJ00";"       0";"     0.0"
"43733";"1030200";"GM1621";"2015JJ00";"       0";"     0.0"
"43741";"1030200";"GM0417";"2015JJ00";"       0";"     0.0"
"43749";"1030200";"GM0022";"2015JJ00";"       0";"     0.0"
"43757";"1030200";"GM0545";"2015JJ00";"       0";"     0.0"
"43765";"1030200";"GM0080";"2015JJ00";"       0";"     0.0"
"43773";"1030200";"GM0081";"2015JJ00";"       0";"     0.0"
"43781";"1030200";"GM0546";"2015JJ00";"       0";"     0.0"
"43789";"1030200";"GM0547";"2015JJ00";"       0";"     0.0"
"43797";"1030200";"GM1916";"2015JJ00";"       0";"     0.0"
"43805";"1030200";"GM0995";"2015JJ00";"       0";"     0.0"
"43813";"1030200";"GM0082";"2015JJ00";"";""
"43821";"1030200";"GM1640";"2015JJ00";"       0";"     0.0"
"43829";"1030200";"GM0327";"2015JJ00";"       0";"     0.0"
"43837";"1030200";"GM0694";"2015JJ00";"";""
"43845";"1030200";"GM0733";"2015JJ00";"       0";"     0.0"
"43853";"1030200";"GM1705";"2015JJ00";"       0";"     0.0"
"43861";"1030200";"GM0553";"2015JJ00";"       0";"     0.0"
"43869";"1030200";"GM0808";"2015JJ00";"";""
