GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
M; 0 t/m  4 jaar;AA EN HUNZE;515;466.69;737763.34;49488.17;0.00;26223.87;13459.45;411.19;36680.53;9075.47;10371.21;15502.61;16366.55;101.00;9851.13;0.00;0.00;0.00;0.00;375.97;28.35;0.00;0.00;113.35
M; 5 t/m  9 jaar;AA EN HUNZE;624;623.12;270969.94;53776.19;0.00;36580.00;11598.27;242.85;32393.13;40328.81;61050.51;20721.40;20511.51;2452.03;2438.50;0.00;0.00;0.00;0.00;986.62;36.00;0.00;13868.30;6670.84
M;10 t/m 14 jaar;AA EN HUNZE;787;784.35;266031.22;42555.07;0.00;45592.25;11199.42;273.70;32582.84;21604.52;87467.92;28346.48;6394.91;0.00;6610.22;0.00;0.00;0.00;0.00;1312.83;46.35;0.00;0.00;571.04
M;15 t/m 19 jaar;AA EN HUNZE;810;802.11;193920.44;42693.33;55853.65;46093.75;12867.89;430.74;35661.95;10209.78;76029.27;18880.03;3080.56;0.00;5673.39;0.00;0.00;2048.01;0.00;3080.94;31.05;0.00;0.00;14055.31
M;20 t/m 24 jaar;AA EN HUNZE;554;536.92;183443.33;33498.80;76960.74;30561.97;9718.50;449.23;23713.30;14529.06;5290.64;3345.75;5370.95;0.00;4242.66;0.00;0.00;5286.21;0.00;1238.94;25.20;0.00;0.00;45.16
M;25 t/m 29 jaar;AA EN HUNZE;447;443.74;221949.49;24226.43;52230.62;25451.95;7225.60;627.68;19102.68;2097.49;229.17;1914.68;570.02;0.00;7094.57;0.00;0.00;3981.66;0.00;214.34;13.95;0.00;0.00;886.04
M;30 t/m 34 jaar;AA EN HUNZE;443;436.99;176212.28;25948.52;86740.53;24337.50;8140.64;583.69;19972.99;15818.68;2156.97;3759.75;356.00;2308.38;3401.54;0.00;0.00;3735.02;0.00;0.00;31.05;0.00;568.58;4613.56
M;35 t/m 39 jaar;AA EN HUNZE;540;538.30;239112.41;46065.82;86594.87;30948.79;11049.91;983.01;22805.00;11618.33;2687.97;1824.24;524.15;1209.96;3029.10;0.00;0.00;6562.07;0.00;407.66;32.40;0.00;819.96;8429.18
M;40 t/m 44 jaar;AA EN HUNZE;735;731.12;458343.33;65994.82;125815.63;42017.84;16842.80;2410.04;32162.61;19676.94;12636.33;5081.81;626.00;0.00;8544.35;0.00;0.00;9631.49;0.00;2881.95;46.35;0.00;277.20;860.44
M;45 t/m 49 jaar;AA EN HUNZE;1006;1002.60;793248.06;124995.88;307825.05;56862.89;25092.51;11196.33;44748.62;43424.47;8515.82;10416.77;2045.43;969.41;23724.09;0.00;0.00;9722.92;0.00;921.57;55.80;0.00;996.32;9275.55
M;50 t/m 54 jaar;AA EN HUNZE;1055;1051.16;977727.03;256787.18;80100.94;59767.00;28016.96;13449.84;42902.83;68841.89;11086.21;13732.90;1261.70;10894.12;31168.24;0.00;0.00;7538.02;0.00;16445.58;71.55;0.00;48275.54;9750.04
M;55 t/m 59 jaar;AA EN HUNZE;1110;1099.25;1239822.17;245175.53;66661.00;62304.00;35457.37;30662.82;52443.30;114471.40;20477.69;16732.02;2271.74;2237.13;52008.80;0.00;0.00;4788.02;0.00;7925.70;39.60;0.00;27894.88;7992.83
M;60 t/m 64 jaar;AA EN HUNZE;1089;1082.61;1765574.05;336372.95;142710.30;61065.00;39625.68;35758.63;54415.46;113164.44;41949.06;19746.97;2060.11;8704.90;47702.13;0.00;0.00;8804.13;0.00;10994.74;55.80;5590.14;74143.31;14101.27
M;65 t/m 69 jaar;AA EN HUNZE;1080;1073.13;2943136.39;429248.87;50876.07;86326.25;47416.69;56582.98;58135.94;176206.78;53869.36;24979.47;2358.36;24933.02;52480.66;0.00;0.00;1124.00;0.00;21839.44;52.20;57711.43;114154.34;24013.39
M;70 t/m 74 jaar;AA EN HUNZE;761;748.15;2197658.79;439061.76;122445.31;63203.22;39746.72;44205.59;52978.26;169668.10;34646.04;48362.91;9081.84;21091.56;60257.06;0.00;0.00;6729.16;0.00;9680.08;25.20;91488.91;241857.57;12917.37
M;75 t/m 79 jaar;AA EN HUNZE;545;539.48;1719222.29;320955.65;27899.71;53574.03;37618.05;38147.60;47983.07;170532.36;28975.41;28453.78;7144.08;18503.30;45656.44;0.00;0.00;485.47;0.00;1563.84;7.20;51876.04;322440.18;11984.50
M;80 t/m 84 jaar;AA EN HUNZE;342;331.30;1279290.16;241501.52;38247.20;33527.00;31384.16;24846.75;40552.07;157823.22;21063.76;13569.83;2845.08;20723.15;52893.41;0.00;0.00;16.01;0.00;1253.15;3.60;81747.15;271916.40;15915.33
M;85 t/m 89 jaar;AA EN HUNZE;163;153.45;422418.20;119020.77;9740.42;15086.41;16488.64;10269.16;27145.08;48592.02;5009.64;6832.17;2057.43;17736.88;19333.83;0.00;0.00;313.57;0.00;1259.80;0.00;35881.07;278453.22;4752.45
M;90+;AA EN HUNZE;66;56.76;103979.93;62833.53;1111.54;5673.80;9048.85;4419.95;15428.98;43172.73;1319.02;5886.33;2051.59;111.40;7837.57;0.00;0.00;0.00;0.00;0.00;0.00;12372.78;216762.36;2177.50
V; 0 t/m  4 jaar;AA EN HUNZE;419;377.92;285125.32;17105.13;0.00;21225.25;10527.77;300.92;26145.37;6956.88;8269.65;4208.69;5469.89;0.00;6483.62;0.00;0.00;0.00;0.00;0.00;16.65;0.00;2980.30;0.00
V; 5 t/m  9 jaar;AA EN HUNZE;586;581.83;138860.91;15113.97;0.00;34116.75;10492.88;169.17;24890.67;7186.74;55048.67;8536.01;14648.67;1274.44;682.98;0.00;0.00;0.00;0.00;371.94;19.35;0.00;0.00;22777.59
V;10 t/m 14 jaar;AA EN HUNZE;742;740.12;280276.69;22718.94;0.00;42981.50;13458.09;206.22;30133.67;17042.72;79105.17;26107.94;5114.01;0.00;8651.92;0.00;0.00;0.00;0.00;1566.62;49.50;0.00;0.00;65.73
V;15 t/m 19 jaar;AA EN HUNZE;723;718.37;423041.44;51799.79;119827.36;41654.00;24170.13;171.14;35390.22;21941.10;66136.54;37407.83;5047.30;0.00;14997.90;1198.96;1787.01;3842.18;0.00;2736.11;41.40;0.00;36.12;0.00
V;20 t/m 24 jaar;AA EN HUNZE;436;417.92;359773.23;62363.56;140032.21;23940.89;15471.29;1013.99;22495.98;8363.76;1304.73;1875.85;1006.64;2607.02;8885.37;23078.02;16909.66;9380.82;0.00;1176.29;15.75;0.00;21090.00;116.42
V;25 t/m 29 jaar;AA EN HUNZE;418;415.80;376280.60;29762.01;117076.65;23926.00;15779.23;1110.31;23321.82;12554.14;4317.05;4662.67;1094.99;0.00;7594.67;86820.16;74516.31;7873.11;0.00;6504.15;4.95;0.00;325.08;10818.07
V;30 t/m 34 jaar;AA EN HUNZE;428;424.95;406135.91;75558.44;117119.92;24660.37;19525.36;493.66;22939.40;38158.22;0.00;7076.65;1326.07;0.00;6625.89;125931.95;94226.08;7831.51;0.00;512.71;24.30;0.00;0.00;8076.86
V;35 t/m 39 jaar;AA EN HUNZE;584;582.16;489764.44;107546.98;99866.80;33810.28;25708.92;752.39;28495.69;22904.66;1892.33;2440.75;1568.48;1649.14;5943.90;80133.20;36841.62;8989.44;0.00;1210.57;40.95;0.00;198.66;2985.02
V;40 t/m 44 jaar;AA EN HUNZE;804;801.40;725816.26;155602.08;123530.88;46392.03;30132.28;4727.44;35749.69;32509.26;4012.70;2763.10;2058.42;7795.39;9353.06;8422.28;5376.59;18790.43;0.00;773.24;46.35;0.00;9996.80;439.62
V;45 t/m 49 jaar;AA EN HUNZE;997;995.50;926317.89;167757.54;242929.54;57575.81;41516.63;8478.69;47241.60;52841.35;11168.61;16303.28;3690.67;3677.10;12790.20;0.00;204.74;14355.11;0.00;684.52;63.90;0.00;17669.56;623.32
V;50 t/m 54 jaar;AA EN HUNZE;1122;1121.09;1316329.42;219162.04;302302.43;64844.28;46200.60;9636.40;51289.56;77911.67;17654.67;32565.17;4197.18;13300.77;25149.58;0.00;0.00;25968.98;0.00;38994.92;66.60;0.00;46846.39;20519.05
V;55 t/m 59 jaar;AA EN HUNZE;1108;1104.45;1580335.06;332694.86;158531.33;64280.50;48000.18;18666.04;54041.52;86864.45;18628.04;46334.61;6408.30;21688.62;29443.25;0.00;0.00;19669.78;0.00;7159.53;69.75;23537.06;112206.84;3256.64
V;60 t/m 64 jaar;AA EN HUNZE;1044;1042.45;1666057.07;308285.89;118952.39;60755.11;50462.44;27973.91;49887.22;133107.60;27989.76;35767.82;4247.09;26356.77;20706.47;0.00;0.00;8451.93;0.00;23468.81;40.50;6298.73;148742.66;108894.82
V;65 t/m 69 jaar;AA EN HUNZE;1105;1100.60;2357954.64;367269.54;38810.08;89222.05;60086.42;44380.17;57943.75;142440.09;46988.01;26552.15;18713.21;13408.18;39008.68;0.00;0.00;6958.27;0.00;10133.96;30.60;45741.16;168652.65;9776.12
V;70 t/m 74 jaar;AA EN HUNZE;719;715.55;1878309.41;307254.24;38157.13;60710.34;46570.06;39741.21;42689.51;138287.08;30768.42;29381.77;3433.70;23816.38;43564.60;0.00;0.00;1827.95;0.00;12415.58;28.80;111097.76;279291.50;11287.94
V;75 t/m 79 jaar;AA EN HUNZE;594;587.92;1546327.64;396829.13;119039.95;57583.90;52011.12;39063.40;50082.41;198828.97;27235.69;35712.39;13557.63;30363.09;49922.95;0.00;0.00;66.93;0.00;1938.76;3.60;87880.93;486461.26;17901.87
V;80 t/m 84 jaar;AA EN HUNZE;490;481.47;1290040.20;302168.24;35401.60;47814.66;50352.26;32014.69;45794.40;165160.12;22362.16;19718.34;10657.22;8887.31;60084.72;0.00;0.00;174.01;0.00;112.15;1.80;249630.82;643542.56;13038.45
V;85 t/m 89 jaar;AA EN HUNZE;291;279.56;707055.43;260631.99;125361.15;28420.58;40947.31;22656.54;38822.07;162296.36;6732.70;26897.24;6445.34;844.33;58096.74;0.00;0.00;0.00;0.00;1710.42;3.60;221360.47;1022348.87;9251.15
V;90+;AA EN HUNZE;201;176.65;389080.29;158468.35;14317.53;17665.91;27065.10;9573.25;44889.13;138571.05;5757.66;14751.79;2266.16;284.92;44205.67;0.00;0.00;0.00;0.00;0.00;1.80;130612.04;900035.90;30921.59
M; 0 t/m  4 jaar;AALBURG;414;376.40;612663.64;30377.07;0.00;21107.25;9369.35;0.00;15044.12;7592.02;8057.44;7348.29;14202.63;4603.68;10658.40;0.00;0.00;0.00;0.00;9622.91;3.15;0.00;0.00;86336.29
M; 5 t/m  9 jaar;AALBURG;444;443.30;108430.80;14276.26;0.00;26122.25;7566.01;0.00;13110.67;9877.83;46217.97;30325.58;35889.38;161.23;736.32;0.00;0.00;0.00;0.00;249.73;10.80;0.00;1346.40;393.78
M;10 t/m 14 jaar;AALBURG;477;474.60;120849.03;21573.49;0.00;27833.25;7304.66;0.00;11575.97;8885.13;71875.57;9397.09;3977.68;5148.20;2228.01;0.00;0.00;0.00;0.00;133.84;7.20;0.00;0.00;167.91
M;15 t/m 19 jaar;AALBURG;482;475.74;185586.97;24638.94;15535.33;27597.25;7467.83;128.24;12672.39;22498.58;59851.20;19975.22;770.06;0.00;10380.87;0.00;0.00;0.00;0.00;4878.66;7.20;0.00;3570.32;119.00
M;20 t/m 24 jaar;AALBURG;403;395.79;91849.49;52302.35;108648.50;22641.25;6915.92;2.38;11992.21;22747.16;3556.93;29.49;190.76;0.00;5894.37;0.00;0.00;6150.01;0.00;4631.39;7.20;0.00;0.00;15.83
M;25 t/m 29 jaar;AALBURG;377;373.25;98285.30;43992.30;44117.00;21195.75;7110.61;565.01;9956.55;6923.93;3112.21;28.34;498.90;3203.01;1875.56;0.00;0.00;6520.33;0.00;174.62;3.60;0.00;0.00;1250.43
M;30 t/m 34 jaar;AALBURG;361;357.21;130233.13;44842.08;71600.83;20105.89;7471.36;430.66;10289.33;14547.34;3246.86;3256.99;1118.14;0.00;3561.56;0.00;0.00;4135.96;0.00;5904.29;5.40;0.00;0.00;0.00
M;35 t/m 39 jaar;AALBURG;347;345.31;158380.05;20501.84;101730.91;19617.50;6965.08;1262.78;9084.15;10294.15;5027.70;6340.35;805.91;6937.34;3956.86;0.00;0.00;4941.78;0.00;4970.50;7.20;0.00;30269.37;0.00
M;40 t/m 44 jaar;AALBURG;414;412.68;403597.94;46647.70;54467.20;23998.25;9865.70;5664.53;11001.48;14224.02;3106.76;6217.86;307.46;5777.05;12473.55;0.00;0.00;3357.88;0.00;645.54;5.40;0.00;0.00;1439.21
M;45 t/m 49 jaar;AALBURG;543;541.15;399831.81;76822.83;30848.91;31491.25;13252.77;8764.12;13577.07;22450.93;8771.00;3626.69;566.82;2221.80;6779.28;0.00;0.00;4270.25;0.00;7149.52;7.20;0.00;514.07;7827.53
M;50 t/m 54 jaar;AALBURG;469;468.70;350763.01;62497.79;141214.46;27435.00;13253.51;13676.36;14324.98;21789.61;8543.58;5563.15;267.04;4933.93;7584.18;0.00;0.00;4385.30;0.00;951.80;7.20;0.00;0.00;749.86
M;55 t/m 59 jaar;AALBURG;420;418.33;359697.99;110900.30;33229.73;24588.25;15608.84;17512.80;13496.10;34866.69;13843.26;6347.05;332.72;10565.19;8595.76;0.00;0.00;4887.09;0.00;20036.54;5.40;0.00;6186.30;262.50
M;60 t/m 64 jaar;AALBURG;378;376.88;770022.29;144254.12;19935.56;21992.25;16035.40;22400.66;13410.77;58406.04;22884.27;13290.90;2170.24;17655.08;16046.54;0.00;0.00;2472.34;0.00;564.78;3.60;0.00;3347.53;235.71
M;65 t/m 69 jaar;AALBURG;389;384.97;900372.68;167231.48;27428.64;31878.20;16847.00;28362.23;15105.79;55351.62;43578.58;7872.42;2698.81;21600.68;30108.81;0.00;0.00;1234.06;0.00;24465.83;3.60;0.00;51267.80;78.48
M;70 t/m 74 jaar;AALBURG;242;238.56;572006.92;116635.78;7664.57;20387.00;12122.31;24993.41;11560.10;40085.57;18121.72;10361.28;1452.83;2381.40;18370.79;0.00;0.00;3153.00;0.00;6405.40;0.00;0.00;29707.95;585.96
M;75 t/m 79 jaar;AALBURG;194;188.75;855389.19;131452.40;4056.59;18634.09;13862.78;19073.17;12834.74;59635.98;18145.58;11482.87;226.66;10923.46;25852.00;0.00;0.00;0.00;0.00;2020.95;0.00;56512.65;71342.91;640.96
M;80 t/m 84 jaar;AALBURG;100;95.62;364027.67;87620.26;0.00;9877.57;10771.16;12959.61;6221.73;37359.37;1484.01;9141.78;2477.89;3674.94;21621.81;0.00;0.00;406.46;0.00;2586.61;0.00;29106.78;103352.88;0.00
M;85 t/m 89 jaar;AALBURG;63;56.38;272381.48;63480.01;3794.35;5441.69;6743.84;5861.84;6529.07;23692.19;858.10;2852.92;830.92;3941.65;14143.37;0.00;0.00;787.00;0.00;0.00;0.00;11754.14;122206.62;0.00
M;90+;AALBURG;35;32.09;138809.57;31641.23;0.00;3017.43;6477.16;3528.22;6735.37;28763.84;2429.39;0.00;1363.45;376.18;14910.17;0.00;0.00;566.64;0.00;384.11;0.00;19137.52;157340.22;31.67
V; 0 t/m  4 jaar;AALBURG;390;347.68;280284.42;26101.39;0.00;19322.50;7394.76;0.00;14749.87;2868.28;7843.94;5214.28;14098.05;308.48;2949.09;0.00;0.00;0.00;0.00;0.00;6.30;0.00;0.00;73.52
V; 5 t/m  9 jaar;AALBURG;372;370.41;98489.09;13736.87;0.00;21600.56;5529.81;0.00;8656.14;15734.21;36975.61;10827.32;19691.92;814.71;2395.65;0.00;0.00;0.00;0.00;0.00;5.40;0.00;0.00;9182.48
V;10 t/m 14 jaar;AALBURG;424;422.52;95596.02;23703.80;0.00;24829.17;6861.60;6.00;9227.71;19422.84;66207.37;11611.67;4862.77;172.39;3567.11;0.00;0.00;0.00;0.00;1798.72;7.20;0.00;0.00;752.59
V;15 t/m 19 jaar;AALBURG;435;434.22;229040.08;37138.86;5175.09;25252.00;13103.27;0.00;11339.94;9179.29;61477.72;17959.39;6000.62;1866.26;4227.23;3863.92;836.19;5788.02;0.00;764.04;1.80;0.00;3803.40;8466.95
V;20 t/m 24 jaar;AALBURG;407;405.52;248191.86;28896.69;261092.99;23452.50;14082.42;161.88;13182.28;7963.60;605.76;1889.13;2419.29;814.46;5045.63;20831.02;24173.52;9117.89;0.00;987.72;7.20;0.00;0.00;0.00
V;25 t/m 29 jaar;AALBURG;331;325.59;397702.92;27355.58;59978.38;18540.75;13631.94;35.78;11647.05;15440.09;4611.89;501.33;2811.65;12153.24;7530.84;115828.62;76096.96;6421.29;0.00;357.71;3.60;0.00;15606.95;0.00
V;30 t/m 34 jaar;AALBURG;398;394.67;405799.73;201524.90;48001.77;22641.25;14239.62;794.81;13955.65;16647.03;1609.94;1875.84;1596.89;0.00;4183.58;120819.49;71290.12;6787.65;0.00;10021.13;3.60;0.00;183.60;0.19
V;35 t/m 39 jaar;AALBURG;330;328.38;387703.02;106874.61;63723.31;19145.50;12077.25;1782.14;10468.86;12329.77;659.75;2558.41;1028.51;5150.58;5686.65;34913.22;18334.50;8322.50;0.00;580.30;0.00;0.00;790.88;259.29
V;40 t/m 44 jaar;AALBURG;468;465.69;234828.50;67785.81;50437.84;26977.75;17688.15;2770.72;13846.11;6774.76;3470.96;6196.49;1167.08;4882.30;5799.12;8164.57;640.68;5776.34;0.00;458.93;7.20;0.00;18077.24;1141.47
V;45 t/m 49 jaar;AALBURG;520;518.51;1006166.59;105850.58;24476.67;30444.00;24109.41;7347.37;18428.26;38184.83;6945.13;11387.04;1111.51;8841.07;7128.86;21.07;326.39;11257.74;0.00;11225.80;5.40;0.00;22482.22;656.50
V;50 t/m 54 jaar;AALBURG;451;450.85;611544.75;106053.25;32109.06;26461.50;23626.71;16238.90;15084.57;33554.00;25724.58;7622.97;1170.20;8527.98;7531.78;0.00;0.00;6753.81;0.00;384.65;7.20;0.00;35524.21;116.91
V;55 t/m 59 jaar;AALBURG;379;377.33;510503.00;144293.42;10023.22;22021.75;17498.14;20191.85;12260.86;35290.10;8367.78;24696.83;1036.12;12672.16;8313.82;0.00;0.00;3504.74;0.00;1994.66;5.40;0.00;62017.80;0.00
V;60 t/m 64 jaar;AALBURG;366;365.09;841768.12;146623.97;20792.59;21358.00;19898.64;22295.06;12454.88;45341.15;40027.46;18602.97;1444.14;5148.77;12271.62;0.00;0.00;739.78;0.00;0.00;3.60;0.00;46259.44;1183.50
V;65 t/m 69 jaar;AALBURG;381;378.66;769926.56;168193.63;69082.28;30822.55;21819.79;26224.24;19982.44;51058.54;32316.81;25783.88;1058.98;11377.39;18290.36;0.00;0.00;3189.36;0.00;8531.00;1.80;10335.87;37407.99;1089.04
V;70 t/m 74 jaar;AALBURG;229;228.28;710588.72;131997.38;68330.85;19485.68;16167.16;20897.64;9964.05;48486.27;17136.26;5876.65;1540.06;10038.80;13981.47;0.00;0.00;787.00;0.00;6113.03;0.00;43011.59;104748.96;420.46
V;75 t/m 79 jaar;AALBURG;213;210.35;562476.15;130434.13;210199.16;20774.66;16572.97;25002.29;11718.96;61090.13;8289.00;14283.16;1321.32;10082.04;38501.08;0.00;0.00;0.00;0.00;19.11;0.00;65291.86;129915.24;569.24
V;80 t/m 84 jaar;AALBURG;148;143.82;578932.87;148885.26;583.22;14674.51;18970.44;18041.84;12885.20;77126.82;11738.68;6930.09;2376.82;17638.40;21096.03;0.00;0.00;3001.57;0.00;3675.85;0.00;36442.57;360613.96;347.28
V;85 t/m 89 jaar;AALBURG;128;119.88;408036.47;132923.79;2557.40;11605.50;18863.74;13679.38;12660.21;84444.21;3851.50;11456.44;1602.65;0.00;22717.26;0.00;0.00;188.53;0.00;11619.88;0.00;70471.43;484059.30;1384.07
V;90+;AALBURG;73;65.49;152650.02;54767.28;0.00;6034.86;10558.72;5366.38;9620.79;53777.91;272.51;7166.08;740.17;2321.50;14784.44;0.00;0.00;787.00;0.00;6161.35;0.00;24322.08;258678.27;0.00
M; 0 t/m  4 jaar;AALSMEER;852;773.15;705384.63;63242.65;0.00;43243.73;23420.48;1547.00;59499.08;16342.85;21780.79;20486.52;16853.55;0.00;15189.29;0.00;0.00;0.00;0.00;2326.77;12.15;0.00;0.00;22462.68
M; 5 t/m  9 jaar;AALSMEER;1086;1076.17;352483.57;62112.71;0.00;63225.06;19507.62;2498.98;49325.88;27891.80;141083.31;45834.00;54696.57;0.00;3546.16;0.00;0.00;0.00;0.00;8811.26;23.40;0.00;0.00;11192.49
M;10 t/m 14 jaar;AALSMEER;1120;1116.40;223088.86;60228.34;0.00;65622.75;17893.66;2501.72;41504.92;36920.34;168657.08;40612.60;15235.43;4258.12;8824.41;0.00;0.00;0.00;0.00;16277.28;5.40;0.00;0.00;9513.83
M;15 t/m 19 jaar;AALSMEER;910;903.90;278071.89;56802.44;21959.69;52886.95;14900.48;3004.40;32408.40;27398.68;102015.38;44253.01;3726.02;0.00;14039.61;0.00;0.00;857.23;0.00;5436.57;18.90;0.00;1224.00;101.48
M;20 t/m 24 jaar;AALSMEER;831;812.99;298332.34;36023.31;75562.66;46252.73;14178.20;3677.15;32751.99;12055.23;3065.84;3929.69;934.62;0.00;7177.23;0.00;0.00;4376.49;0.00;7724.61;9.00;0.00;0.00;1083.45
M;25 t/m 29 jaar;AALSMEER;749;728.58;220687.25;39543.50;154319.86;39130.12;12695.71;4345.40;25007.51;13597.36;4357.59;8350.82;456.00;379.96;6106.79;0.00;0.00;7818.66;0.00;6450.93;19.35;0.00;0.00;411.30
M;30 t/m 34 jaar;AALSMEER;721;702.65;201211.71;60166.10;115148.08;38263.16;13100.92;3859.56;23731.50;2155.38;700.03;3217.35;468.41;0.00;4391.25;0.00;0.00;6506.27;0.00;536.03;12.60;0.00;0.00;751.04
M;35 t/m 39 jaar;AALSMEER;855;844.76;312175.44;96358.62;141203.47;47937.50;17780.30;5343.02;32467.81;21884.28;3483.19;4448.48;772.72;0.00;8028.07;0.00;0.00;5259.98;0.00;2133.38;21.60;0.00;262.35;1256.25
M;40 t/m 44 jaar;AALSMEER;1228;1213.86;576970.73;141486.17;178924.96;69503.65;27493.73;13353.99;48334.87;24335.08;5067.83;11139.55;2120.16;155.21;19738.01;0.00;0.00;9905.10;0.00;3488.25;17.55;0.00;146598.43;1312.60
M;45 t/m 49 jaar;AALSMEER;1366;1355.81;916554.43;156529.74;206382.95;78617.50;31721.16;22877.59;51908.11;41961.10;8892.06;12693.77;2100.65;110.33;14189.30;0.00;0.00;12765.39;0.00;2851.04;25.20;0.00;42946.42;4670.34
M;50 t/m 54 jaar;AALSMEER;1307;1299.44;1147396.56;245372.14;147797.09;75888.75;33012.86;38004.42;55930.45;58430.79;5223.30;2660.40;3227.52;4159.34;30411.04;0.00;0.00;10688.74;0.00;14172.09;22.05;0.00;12060.31;2528.78
M;55 t/m 59 jaar;AALSMEER;1045;1042.41;1084866.66;421405.96;250965.96;60755.25;32864.59;44018.44;44658.42;107289.12;18808.51;27554.37;3778.08;2617.06;35289.97;0.00;0.00;7731.06;0.00;5923.28;14.40;0.00;77368.15;14043.10
M;60 t/m 64 jaar;AALSMEER;799;794.27;1282658.99;268542.71;137014.62;46138.00;29364.51;43981.51;37699.61;89878.94;23386.25;10698.34;1832.91;723.87;30288.13;0.00;0.00;1757.25;0.00;6028.21;9.00;0.00;3644.08;3532.16
M;65 t/m 69 jaar;AALSMEER;948;938.45;1953921.16;397564.80;51982.32;76733.96;36542.06;81002.89;49408.03;159083.93;58557.94;31151.31;3179.07;3992.26;49378.07;0.00;0.00;2807.08;0.00;9846.21;7.20;8662.57;76261.11;2793.20
M;70 t/m 74 jaar;AALSMEER;697;690.83;1866896.02;428328.24;92784.78;58950.62;31683.53;68454.28;42943.97;124727.37;44347.78;25901.92;5855.68;1178.71;60479.03;0.00;0.00;0.00;0.00;43762.83;1.80;46160.30;98981.82;11888.42
M;75 t/m 79 jaar;AALSMEER;468;456.95;1525971.70;303910.69;4057.07;45643.13;29326.85;52198.74;45833.27;126891.22;18716.72;19756.67;8604.40;2710.27;57647.87;0.00;0.00;0.00;0.00;5346.69;5.40;56852.95;212332.28;4774.69
M;80 t/m 84 jaar;AALSMEER;349;341.21;1473602.18;327284.18;3883.94;34893.87;27358.15;37241.12;26295.93;139326.60;17155.53;13237.95;7893.32;7182.56;48096.77;0.00;0.00;0.00;0.00;7686.93;0.00;141181.77;273502.12;6044.79
M;85 t/m 89 jaar;AALSMEER;180;163.95;699438.05;222421.77;17785.00;16608.76;20299.32;20083.93;24668.49;74370.63;9477.79;5007.00;1762.92;6692.12;38895.32;0.00;0.00;0.00;0.00;0.00;0.00;55347.30;216953.68;5092.25
M;90+;AALSMEER;70;59.66;219013.69;55540.37;0.00;5828.54;6947.18;4355.86;19443.88;49101.14;1101.53;0.00;1680.26;0.00;22906.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;162755.49;3978.48
V; 0 t/m  4 jaar;AALSMEER;849;775.04;569791.74;43494.55;0.00;43902.56;20371.12;1695.45;53643.26;19853.89;15146.72;14875.92;8935.70;0.00;7456.52;0.00;0.00;0.00;0.00;4966.25;22.95;0.00;0.00;28995.61
V; 5 t/m  9 jaar;AALSMEER;1047;1039.70;280867.15;40409.44;0.00;60961.75;21537.54;2089.38;42327.13;25477.19;122987.09;30658.10;31722.34;0.00;3708.06;0.00;0.00;0.00;0.00;1233.58;7.20;0.00;0.00;13947.41
V;10 t/m 14 jaar;AALSMEER;1062;1051.38;301568.36;31237.12;0.00;61759.89;18652.85;2357.19;38404.75;20469.47;153038.86;49199.35;16218.93;0.00;4246.47;0.00;0.00;0.00;0.00;9857.66;16.20;0.00;7603.68;15014.04
V;15 t/m 19 jaar;AALSMEER;893;878.42;329935.08;70606.85;35712.37;51439.81;26463.76;3471.29;37715.93;18993.08;99806.91;51492.15;8529.36;0.00;12790.82;0.00;648.50;4275.07;0.00;5608.67;14.40;0.00;0.00;255.90
V;20 t/m 24 jaar;AALSMEER;829;787.21;386736.93;124208.76;224099.25;43879.64;27608.00;3933.07;35621.68;20522.00;8334.85;6246.06;1613.10;246.00;10363.55;22140.49;31908.33;14267.24;0.00;5290.75;7.20;0.00;22994.32;1060.23
V;25 t/m 29 jaar;AALSMEER;778;747.18;595710.55;61306.55;148595.74;40274.08;28800.58;2969.04;32446.18;9980.66;902.70;7065.50;1942.44;133.64;9633.12;134954.05;123220.03;25318.57;0.00;19391.70;20.70;0.00;525.18;2939.56
V;30 t/m 34 jaar;AALSMEER;853;827.10;892219.36;78884.09;131928.11;46572.31;31494.65;3890.10;35167.43;23969.25;4998.34;7095.91;1277.61;3044.70;9681.71;227357.77;197845.56;15515.64;0.00;41783.78;10.80;0.00;1981.90;1914.87
