GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
V;90+;STRIJEN;64;56.02;110187.26;56572.92;0.00;5235.37;7155.16;2492.91;5063.69;29373.34;1044.54;1389.78;0.00;964.03;9410.16;0.00;0.00;0.00;0.00;0.00;0.00;31174.97;265286.34;0.00
M; 0 t/m  4 jaar;SÚDWEST-FRYSLÂN;2134;1924.03;2986233.75;159368.81;0.00;106605.75;47834.82;155.87;152713.91;52675.34;36497.91;39637.07;61101.75;29880.30;41644.96;0.00;0.00;0.00;0.00;1221.77;2161.35;0.00;42188.46;246227.92
M; 5 t/m  9 jaar;SÚDWEST-FRYSLÂN;2513;2505.27;1252286.56;107955.21;0.00;146771.57;39136.81;94.68;110389.77;89982.41;282529.05;47958.56;141611.15;9936.04;41229.97;0.00;0.00;0.00;0.00;5723.93;2996.55;0.00;1212.72;19941.46
M;10 t/m 14 jaar;SÚDWEST-FRYSLÂN;2802;2790.14;1164275.80;127599.59;0.00;163653.54;37349.45;109.57;108408.33;64668.58;372246.95;58330.32;36795.16;9537.19;13538.52;0.00;0.00;0.00;0.00;5517.11;3190.05;0.00;9254.52;26157.70
M;15 t/m 19 jaar;SÚDWEST-FRYSLÂN;2744;2733.36;1161704.40;128711.03;156038.00;159676.36;40336.76;120.04;114976.80;74953.94;320892.99;85436.34;12034.35;1975.70;31665.52;0.00;0.00;3879.27;0.00;4614.36;3055.05;0.00;104965.79;12879.51
M;20 t/m 24 jaar;SÚDWEST-FRYSLÂN;2145;2117.27;799254.13;107455.98;616596.70;122890.82;35201.31;288.46;90451.04;54595.31;6359.37;14378.36;3854.44;1724.90;33465.82;0.00;0.00;30224.79;0.00;4357.16;2221.20;0.00;64180.53;880.46
M;25 t/m 29 jaar;SÚDWEST-FRYSLÂN;2115;2093.57;844215.79;137627.46;811575.59;121093.09;36530.77;995.31;89184.76;39612.14;7723.86;14297.76;6373.65;16953.40;35452.43;0.00;0.00;21641.38;0.00;7989.51;2302.20;0.00;40085.87;104120.06
M;30 t/m 34 jaar;SÚDWEST-FRYSLÂN;2169;2148.70;970842.18;172470.39;627075.74;124195.37;40167.60;2714.62;87669.64;72917.08;12776.15;9472.36;3448.67;24614.29;26867.49;0.00;0.00;25583.73;48749.40;81872.19;2446.20;0.00;50486.57;6935.60
M;35 t/m 39 jaar;SÚDWEST-FRYSLÂN;2196;2182.27;1285477.99;263267.30;558376.11;126655.23;43002.76;6089.35;89199.21;38633.20;10029.10;8742.10;1841.57;18399.61;20967.38;0.00;0.00;28969.18;57469.23;12927.64;2552.40;0.00;28809.32;23844.01
M;40 t/m 44 jaar;SÚDWEST-FRYSLÂN;2621;2609.98;1369291.12;333095.61;364820.37;152726.54;53231.30;8309.96;108603.52;80045.30;13860.93;14229.30;4429.46;11285.59;34798.18;0.00;0.00;36670.18;0.00;6469.69;3039.75;18083.37;3708.32;5979.41
M;45 t/m 49 jaar;SÚDWEST-FRYSLÂN;3371;3357.32;2329813.96;567213.01;532306.41;195883.97;76034.33;27911.41;142320.74;101093.56;24343.19;20477.75;4709.12;10009.06;75675.19;0.00;0.00;20764.96;0.00;13272.17;3791.70;10873.78;42560.92;22054.68
M;50 t/m 54 jaar;SÚDWEST-FRYSLÂN;3237;3223.20;3174461.92;800675.02;530273.75;188380.44;83464.77;35468.89;136015.53;166819.64;49270.50;23740.75;10479.13;31336.15;72667.73;0.00;0.00;40411.42;0.00;24107.52;3620.70;103336.38;144041.52;16367.77
M;55 t/m 59 jaar;SÚDWEST-FRYSLÂN;2966;2948.86;3825135.38;717769.76;458538.04;172341.99;92752.30;64113.83;135606.81;216342.01;90655.04;38771.59;9399.61;52998.49;105098.86;0.00;0.00;27230.05;97540.24;9866.23;3186.00;37375.78;177077.42;11347.49
M;60 t/m 64 jaar;SÚDWEST-FRYSLÂN;2749;2732.10;4651029.78;851911.25;319140.25;160045.41;99093.27;78140.63;134752.91;267095.24;88392.17;45146.11;8935.55;66612.14;106889.10;0.00;0.00;13432.23;0.00;28051.22;3010.95;74671.73;246746.57;66721.93
M;65 t/m 69 jaar;SÚDWEST-FRYSLÂN;2985;2959.26;6830704.54;1263942.09;306302.14;243548.30;118197.43;130893.18;168863.69;370868.30;137194.71;50969.14;10725.51;49082.04;146404.24;0.00;0.00;8813.25;0.00;91684.61;3104.10;104931.17;340722.72;16970.91
M;70 t/m 74 jaar;SÚDWEST-FRYSLÂN;2196;2171.67;5849783.78;1280214.89;84707.60;185476.29;107741.52;121709.60;144820.62;450394.34;117639.19;66860.75;14417.40;79318.10;153744.39;0.00;0.00;8695.86;0.00;94869.89;2308.95;332975.63;576249.52;32571.82
M;75 t/m 79 jaar;SÚDWEST-FRYSLÂN;1635;1605.74;5533310.84;946452.13;112063.53;161358.06;105770.64;96473.97;130443.45;387238.13;75800.49;61623.87;10198.01;52759.45;149979.19;0.00;0.00;4937.56;0.00;13233.93;1826.55;572752.06;716075.34;15377.57
M;80 t/m 84 jaar;SÚDWEST-FRYSLÂN;946;916.28;3215664.02;797199.98;82517.87;94465.65;79427.87;67475.82;131898.77;356908.28;41648.47;55912.91;11162.64;35772.06;151299.23;0.00;0.00;5675.35;0.00;34152.50;1049.40;298809.81;1309204.43;23372.03
M;85 t/m 89 jaar;SÚDWEST-FRYSLÂN;476;439.02;1496057.78;405006.68;27602.13;44744.93;49486.65;31307.57;96598.26;230588.44;17509.11;27065.54;5900.58;16908.41;85266.31;0.00;0.00;0.00;0.00;3512.44;540.45;207388.42;1093765.95;9737.32
M;90+;SÚDWEST-FRYSLÂN;206;178.68;481741.04;180579.76;25017.15;18104.58;25600.13;9314.83;62282.96;115358.98;4544.13;9918.45;2670.93;7869.17;28358.24;0.00;0.00;1599.26;0.00;29.74;203.40;92019.58;1049238.22;2643.00
V; 0 t/m  4 jaar;SÚDWEST-FRYSLÂN;2027;1843.63;1362464.22;123766.97;0.00;103037.25;41102.68;283.42;125745.34;55352.63;39173.73;26088.02;31317.70;1480.06;17576.11;0.00;0.00;0.00;0.00;6825.72;2104.20;0.00;154964.58;163171.86
V; 5 t/m  9 jaar;SÚDWEST-FRYSLÂN;2323;2316.80;599766.44;79023.57;0.00;135813.34;37326.07;178.18;104068.94;59064.05;261941.41;32992.74;94602.29;1166.82;6653.39;0.00;0.00;0.00;0.00;1991.57;2709.00;0.00;1294.30;15602.63
V;10 t/m 14 jaar;SÚDWEST-FRYSLÂN;2796;2784.74;1037395.52;138472.33;0.00;163212.30;45941.62;75.34;107520.98;112014.05;382126.71;87606.63;40274.02;20344.63;9905.51;0.00;0.00;0.00;0.00;3854.44;3124.80;0.00;22012.10;14038.61
V;15 t/m 19 jaar;SÚDWEST-FRYSLÂN;2643;2635.26;1066814.28;186390.11;230320.86;154260.32;79770.62;85.46;119466.51;41364.84;317726.72;134923.25;32478.40;8707.37;35049.21;6084.40;5492.15;8697.73;0.00;11935.20;2924.10;0.00;36354.15;2035.88
V;20 t/m 24 jaar;SÚDWEST-FRYSLÂN;1911;1897.92;1126227.49;181565.92;526466.54;110852.71;71054.09;713.28;110864.67;57425.12;7801.26;6372.32;9299.20;9563.74;30559.31;125072.99;144862.53;36978.99;0.00;3555.98;1965.15;0.00;17616.49;1313.39
V;25 t/m 29 jaar;SÚDWEST-FRYSLÂN;1920;1908.79;1842917.72;212262.64;651726.79;111294.28;81369.27;823.68;108945.82;59266.62;5059.38;7703.47;10106.11;14892.93;36445.44;447471.98;419256.61;45691.40;0.00;4442.76;2079.90;0.00;5558.12;1714.10
V;30 t/m 34 jaar;SÚDWEST-FRYSLÂN;2090;2074.94;2445883.33;354016.26;535703.50;121188.99;82609.96;1774.12;112699.13;90417.25;11192.27;12039.45;9127.71;7705.85;38187.55;567414.63;456870.94;28571.90;56554.44;1975.30;2475.90;0.00;39809.58;9434.42
V;35 t/m 39 jaar;SÚDWEST-FRYSLÂN;2112;2100.77;1750739.51;331720.02;619841.81;123056.51;86521.07;4200.51;108778.03;82759.79;14587.10;19704.19;7806.14;11442.66;36339.38;203384.99;159313.53;42189.26;0.00;2699.24;2574.00;0.00;22161.82;2794.64
V;40 t/m 44 jaar;SÚDWEST-FRYSLÂN;2724;2714.85;2482266.62;441284.07;525302.37;159152.02;103794.17;8126.30;122009.46;118155.63;23416.48;38911.21;12348.75;23818.56;32971.46;34536.28;30394.22;47580.71;0.00;14735.14;3200.85;59162.74;159264.87;6347.32
V;45 t/m 49 jaar;SÚDWEST-FRYSLÂN;3377;3372.05;3482558.83;731634.99;849851.38;197431.61;129803.74;21206.81;152270.24;167424.78;18338.17;45466.06;12777.92;40650.25;48344.47;694.15;2277.22;45330.59;0.00;18311.19;3917.25;83837.09;110608.35;3501.03
V;50 t/m 54 jaar;SÚDWEST-FRYSLÂN;3101;3094.20;3010450.27;685611.87;765656.19;181609.01;128504.13;33464.35;142348.83;183590.62;39758.77;47236.48;20261.80;26443.07;58770.37;0.00;0.00;44448.83;0.00;7330.53;3510.90;10380.53;157298.09;20642.75
V;55 t/m 59 jaar;SÚDWEST-FRYSLÂN;2955;2950.22;3577806.69;810986.93;573468.60;173049.54;124121.10;50733.73;136263.01;247206.79;68813.30;72667.76;18193.93;68122.35;62486.95;0.00;0.00;25644.72;0.00;21318.92;3428.10;27823.94;422274.12;14111.52
V;60 t/m 64 jaar;SÚDWEST-FRYSLÂN;2804;2794.10;4049736.72;1064022.69;476145.22;163995.03;131459.88;78891.22;141812.26;299052.68;97489.33;84193.71;13979.29;59469.33;90795.29;0.00;0.00;23121.13;9718.00;28405.26;3185.55;166772.11;391773.39;19881.70
V;65 t/m 69 jaar;SÚDWEST-FRYSLÂN;2854;2836.76;5285078.30;1127336.73;416951.52;233887.41;143571.01;108886.75;166109.51;361025.60;114005.20;94297.56;18784.24;42549.70;106708.81;0.00;0.00;22385.71;0.00;20471.61;3142.35;129913.24;594210.79;17910.86
V;70 t/m 74 jaar;SÚDWEST-FRYSLÂN;2305;2283.32;4610398.13;1104637.64;230365.57;195110.86;141971.53;117702.17;152204.22;402447.04;102547.35;79447.53;14161.16;42340.09;135756.10;0.00;0.00;9330.32;0.00;17451.08;2634.75;149775.17;914619.86;28461.28
V;75 t/m 79 jaar;SÚDWEST-FRYSLÂN;1742;1719.30;3975828.50;1120427.47;351381.06;172444.01;128837.38;94032.12;143940.14;413343.10;59685.15;85609.68;15186.68;44679.97;124662.87;0.00;0.00;5435.76;0.00;16448.79;2044.80;478506.85;1567154.69;37788.53
V;80 t/m 84 jaar;SÚDWEST-FRYSLÂN;1248;1219.63;3276178.96;979571.50;76216.75;124485.45;125835.58;86949.54;164557.75;416154.97;38307.29;57969.97;16057.51;30294.74;154965.26;0.00;0.00;7243.41;0.00;3852.87;1514.25;838489.25;2386846.83;30750.90
V;85 t/m 89 jaar;SÚDWEST-FRYSLÂN;838;800.89;1989502.63;804340.42;68653.75;80257.52;100657.43;53329.93;177360.83;451999.48;22786.09;43534.02;18507.30;14034.22;142577.25;0.00;0.00;752.95;0.00;8979.32;967.50;402552.82;2841593.70;28199.35
V;90+;SÚDWEST-FRYSLÂN;608;546.57;783289.47;552431.62;30062.26;54235.89;78307.33;31917.95;190704.31;469360.26;7866.37;23487.05;10988.91;3079.56;82121.82;0.00;0.00;0.00;0.00;0.00;641.70;147103.32;3335472.35;20113.35
M; 0 t/m  4 jaar;TEN BOER;193;179.43;250592.59;29955.37;0.00;10044.47;6099.41;283.13;17250.07;4177.98;3063.45;9081.08;7738.17;0.00;3226.28;0.00;0.00;0.00;0.00;27.20;5.40;0.00;202.70;3.13
M; 5 t/m  9 jaar;TEN BOER;246;245.51;68237.75;7002.63;0.00;14386.41;4980.96;277.49;15507.88;2760.76;21829.83;6200.35;11812.57;0.00;1468.83;0.00;0.00;0.00;0.00;546.02;12.60;0.00;0.00;556.57
M;10 t/m 14 jaar;TEN BOER;273;271.10;49736.04;14023.72;0.00;15855.27;3932.02;219.11;16452.48;8804.22;32223.55;4900.11;4875.22;0.00;2182.29;0.00;0.00;0.00;0.00;75.05;23.40;0.00;0.00;2321.01
M;15 t/m 19 jaar;TEN BOER;281;280.31;235341.83;11890.96;8197.12;16282.04;4841.98;355.58;16275.82;9913.00;30636.48;6576.99;990.93;0.00;3140.36;0.00;0.00;188.53;0.00;357.11;15.30;0.00;0.00;0.00
M;20 t/m 24 jaar;TEN BOER;174;173.12;85148.45;12826.45;17561.19;10029.30;3818.59;195.04;11540.98;17212.07;945.88;2570.75;147.56;0.00;3561.39;0.00;0.00;3938.74;0.00;169.23;4.95;0.00;10241.64;87.50
M;25 t/m 29 jaar;TEN BOER;135;132.29;45070.72;4183.37;39824.92;7389.05;2983.74;545.98;7597.24;1934.45;911.69;587.88;183.12;0.00;1412.62;0.00;0.00;3158.54;0.00;0.00;8.55;0.00;0.00;13.14
M;30 t/m 34 jaar;TEN BOER;167;165.29;63837.48;14234.57;11649.26;9512.91;3766.60;441.06;8578.42;1794.82;3093.83;0.00;390.00;0.00;709.65;0.00;0.00;1653.62;0.00;0.00;14.40;0.00;0.00;13.14
M;35 t/m 39 jaar;TEN BOER;203;202.27;111575.56;21078.99;34093.45;11828.38;5344.67;1434.96;13065.40;9061.81;0.00;49.34;136.11;0.00;5003.72;0.00;0.00;2124.19;0.00;558.46;12.60;0.00;0.00;16.01
M;40 t/m 44 jaar;TEN BOER;252;250.08;185843.27;20406.50;44011.50;14497.99;5549.79;2353.88;16142.75;4064.83;920.59;0.00;178.20;0.00;3376.75;0.00;0.00;0.00;0.00;0.00;24.75;0.00;0.00;13.14
M;45 t/m 49 jaar;TEN BOER;298;297.38;194965.85;57740.29;24868.27;17447.29;8936.88;7325.99;19055.31;12620.79;1828.40;1964.50;269.76;0.00;3481.55;0.00;0.00;7873.21;0.00;120.00;12.60;0.00;6437.68;0.00
M;50 t/m 54 jaar;TEN BOER;276;276.00;148213.15;59086.08;2870.15;16194.24;10505.02;9388.82;16244.37;19680.94;6651.20;0.00;451.75;0.00;5590.51;0.00;0.00;4421.21;0.00;4466.17;14.40;0.00;9990.63;4.38
M;55 t/m 59 jaar;TEN BOER;270;267.99;344494.20;79993.31;26600.95;15722.52;11225.58;11316.08;17743.19;29502.34;3514.97;4210.63;149.90;270.90;7612.73;0.00;0.00;3205.76;0.00;1740.44;21.60;30183.88;49183.17;63.38
M;60 t/m 64 jaar;TEN BOER;265;263.67;607972.61;75942.96;13147.79;15370.96;14482.01;17405.16;19713.80;18967.78;6490.05;4968.18;196.88;471.32;9752.17;0.00;0.00;3091.29;0.00;1565.99;21.60;2774.32;25603.36;13.34
M;65 t/m 69 jaar;TEN BOER;252;250.25;599375.52;159975.56;227.45;20797.25;14120.90;20080.12;18816.75;52151.93;4980.10;3526.65;1161.15;749.31;18479.40;0.00;0.00;2066.67;0.00;302.75;9.00;28901.73;66336.01;2030.92
M;70 t/m 74 jaar;TEN BOER;177;173.05;542842.94;79002.23;76223.72;14555.45;12606.48;17718.24;16302.44;35400.61;13042.35;2870.65;1917.55;566.04;13546.14;0.00;0.00;0.00;4209.48;307.40;3.60;81011.22;24714.53;383.75
M;75 t/m 79 jaar;TEN BOER;98;94.64;275631.37;69140.55;15780.81;9316.37;9984.49;16009.01;11670.90;39216.33;1318.42;680.80;306.89;0.00;12473.60;0.00;0.00;676.82;0.00;0.00;0.00;10796.69;101007.31;1970.85
M;80 t/m 84 jaar;TEN BOER;73;69.28;215263.50;65912.70;608.03;6575.73;11164.40;11085.30;12786.27;34420.72;6514.15;5032.59;594.05;0.00;9850.29;0.00;0.00;0.00;0.00;0.00;1.80;18003.97;142520.54;67.70
M;85 t/m 89 jaar;TEN BOER;46;39.97;97327.11;30594.87;0.00;3713.28;5482.76;5010.54;7059.50;21708.31;2636.35;1916.25;402.35;0.00;8584.33;0.00;0.00;0.00;0.00;0.00;0.00;20778.28;78084.86;0.00
M;90+;TEN BOER;31;24.85;65865.10;17743.41;0.00;2217.22;6305.40;2080.76;9853.57;11652.73;127.39;0.00;93.05;0.00;8667.21;0.00;0.00;0.00;0.00;0.00;0.00;21921.60;76490.86;0.00
V; 0 t/m  4 jaar;TEN BOER;182;160.86;87918.90;4836.90;0.00;8834.83;4606.75;86.58;12866.46;515.98;2055.03;7107.22;718.43;0.00;1442.16;0.00;0.00;0.00;0.00;104.35;5.40;0.00;0.00;0.00
V; 5 t/m  9 jaar;TEN BOER;211;209.89;110485.77;6484.91;0.00;12226.91;4334.80;59.94;11575.30;5019.51;14663.97;2506.86;13016.42;787.77;2884.32;0.00;0.00;0.00;0.00;0.00;18.00;0.00;0.00;10805.60
V;10 t/m 14 jaar;TEN BOER;257;256.58;86193.82;8705.38;0.00;15050.16;5239.00;286.66;14536.29;2623.32;27567.78;7072.83;1333.52;0.00;3536.82;0.00;0.00;0.00;0.00;150.52;14.40;0.00;0.00;0.00
V;15 t/m 19 jaar;TEN BOER;245;244.34;98130.69;17752.55;20047.64;14335.88;8768.11;284.40;14957.32;11595.26;22881.72;9074.86;1107.21;0.00;2136.57;0.00;0.00;3683.09;0.00;11.88;16.20;0.00;0.00;225.80
V;20 t/m 24 jaar;TEN BOER;141;139.64;82513.89;9208.30;545.67;8147.86;5981.06;338.38;8879.61;442.28;1455.82;1992.26;0.00;0.00;2151.81;4580.44;5085.12;5012.28;0.00;431.09;12.60;0.00;0.00;4.38
V;25 t/m 29 jaar;TEN BOER;153;152.58;248699.21;15472.77;3411.58;8913.64;8877.40;765.88;13062.14;4428.40;4128.52;884.70;408.71;0.00;3506.34;49470.12;44042.17;7428.63;0.00;19969.23;1.80;0.00;2185.84;3.13
V;30 t/m 34 jaar;TEN BOER;157;155.56;165749.34;26788.05;65821.70;9011.69;7619.60;784.10;11043.93;20843.66;0.00;865.91;280.00;0.00;3567.30;37664.77;31969.46;4482.37;0.00;27.20;8.55;0.00;0.00;0.00
V;35 t/m 39 jaar;TEN BOER;217;216.15;206093.86;21611.24;51623.35;12597.58;11425.84;1049.39;13562.23;10470.15;0.00;2009.04;402.15;1657.80;3574.92;30294.02;20225.31;5999.19;0.00;62.58;16.20;0.00;0.00;24326.31
V;40 t/m 44 jaar;TEN BOER;270;269.05;209938.69;40847.75;26059.38;15795.85;12256.72;2716.64;16854.18;7129.53;1218.80;1290.20;778.26;494.06;1388.82;8085.64;4320.76;12893.03;0.00;7551.25;25.20;0.00;0.00;29.20
V;45 t/m 49 jaar;TEN BOER;301;300.66;382770.75;53865.79;7472.25;17594.65;14740.71;5829.92;21101.00;22203.24;406.77;1285.04;1278.70;0.00;4318.86;0.00;0.00;8378.08;0.00;96.29;19.80;0.00;6822.94;729.51
V;50 t/m 54 jaar;TEN BOER;282;282.00;308423.03;68473.92;31031.98;16584.72;17662.38;8107.75;19311.77;16302.58;3659.21;1577.98;1694.95;1377.70;6459.24;0.00;0.00;7221.02;0.00;5766.84;21.60;0.00;1068.20;116.65
V;55 t/m 59 jaar;TEN BOER;271;270.28;465897.76;67691.40;4901.30;15972.99;15949.79;10741.16;18654.04;35425.32;6235.59;12437.96;2605.03;2274.44;14572.76;0.00;162.71;10041.56;0.00;0.00;14.40;18709.86;51517.83;4670.02
V;60 t/m 64 jaar;TEN BOER;257;255.61;378968.56;67670.56;27781.81;14955.52;14716.99;12852.74;18935.89;35912.23;2492.93;7043.22;1170.59;12706.67;6080.12;0.00;0.00;5008.98;0.00;49.50;16.20;0.00;1715.64;0.20
V;65 t/m 69 jaar;TEN BOER;242;241.12;331548.08;144639.22;11245.34;19779.20;15462.26;18612.81;18086.09;12603.03;7727.31;3037.75;359.76;0.00;6504.45;0.00;0.00;6689.27;0.00;518.61;12.15;6364.34;19758.62;166.81
V;70 t/m 74 jaar;TEN BOER;160;157.85;422180.67;109362.22;7483.17;13412.08;14949.43;17550.14;17795.32;44209.53;1422.02;5869.49;1573.85;0.00;13350.84;0.00;0.00;1542.52;0.00;38.87;0.00;38621.80;126495.34;27.50
V;75 t/m 79 jaar;TEN BOER;105;101.50;229497.97;72334.02;27159.34;9827.68;13812.47;12723.24;10424.14;27372.26;9022.20;8699.47;1334.80;0.00;9357.76;0.00;0.00;739.78;0.00;0.00;1.80;0.00;158698.76;2094.80
V;80 t/m 84 jaar;TEN BOER;111;107.18;230155.36;76696.82;0.00;10056.66;13315.87;13427.90;13682.57;26756.21;1382.93;3904.68;3594.25;0.00;19643.38;0.00;0.00;0.00;0.00;0.00;1.80;21275.53;273123.78;0.00
V;85 t/m 89 jaar;TEN BOER;95;88.91;149338.76;69797.79;7336.74;7993.94;16385.00;10706.99;12490.09;46753.48;197.15;7615.48;2050.45;83.60;11942.97;0.00;0.00;0.00;0.00;0.00;0.00;139996.39;160054.36;470.00
V;90+;TEN BOER;92;85.65;148486.71;54242.34;3531.86;7040.43;13885.44;6909.23;16581.93;43426.85;385.87;0.00;910.93;0.00;16276.08;0.00;0.00;0.00;0.00;0.00;1.80;90060.93;240343.17;0.00
M; 0 t/m  4 jaar;TERNEUZEN;1157;1034.17;1019749.92;89612.01;0.00;56982.55;31961.01;160.08;107282.15;22075.64;15519.18;17451.13;34756.85;47477.04;9204.24;0.00;0.00;0.00;0.00;153271.91;3.15;0.00;6627.96;184712.10
M; 5 t/m  9 jaar;TERNEUZEN;1318;1297.32;616928.38;90303.05;0.00;74762.84;26466.49;181.72;65372.88;52228.27;125330.36;52592.89;94057.13;4360.62;15151.65;0.00;0.00;0.00;0.00;99652.09;10.35;0.00;8384.89;57557.07
M;10 t/m 14 jaar;TERNEUZEN;1480;1463.41;572012.36;101065.56;0.00;83693.11;26213.78;715.87;59158.30;82388.58;172948.40;57637.83;15163.44;9976.67;11543.75;0.00;0.00;0.00;0.00;95068.50;10.80;0.00;11081.52;23568.27
M;15 t/m 19 jaar;TERNEUZEN;1545;1519.29;754467.80;88158.00;61451.50;86833.25;28242.10;3452.42;69590.39;32993.76;158856.17;48786.94;3819.31;3196.32;21843.51;0.00;0.00;4849.75;0.00;90333.84;6.30;0.00;87687.81;3843.78
M;20 t/m 24 jaar;TERNEUZEN;1243;1207.15;375627.90;64534.13;353177.61;68063.03;23669.16;2189.00;54741.11;19884.51;2581.32;5899.65;1049.10;545.05;22257.91;0.00;0.00;17324.03;0.00;148870.01;1.80;0.00;17961.12;9502.93
M;25 t/m 29 jaar;TERNEUZEN;1295;1260.01;436185.89;103498.48;380155.74;69995.31;27444.15;3398.88;53363.01;24809.91;4345.99;3860.67;698.80;721.40;12914.82;0.00;0.00;19182.70;0.00;64877.18;5.40;0.00;3702.44;3492.02
M;30 t/m 34 jaar;TERNEUZEN;1216;1187.16;993778.74;122749.77;319987.65;67161.53;27788.24;3270.69;47540.46;27654.75;3245.52;6350.10;1810.53;2823.50;19550.11;0.00;0.00;17229.11;0.00;98686.38;6.75;0.00;7099.20;666.09
M;35 t/m 39 jaar;TERNEUZEN;1281;1248.83;626352.35;165392.36;498816.74;70536.14;31844.65;7582.19;60483.04;25491.22;10514.88;11026.95;2047.86;5237.16;14938.82;0.00;0.00;22651.54;42888.56;63011.77;10.35;0.00;3341.52;1110.88
M;40 t/m 44 jaar;TERNEUZEN;1568;1542.41;1077044.25;316232.82;627068.69;87206.94;41708.26;10883.75;63081.85;59295.91;11620.39;3903.05;2029.54;26918.71;44269.65;0.00;0.00;16897.93;0.00;306139.26;7.20;0.00;32254.53;8034.11
M;45 t/m 49 jaar;TERNEUZEN;2004;1977.15;1482258.89;493326.35;356457.26;112576.92;61959.41;31207.01;76871.99;96422.89;21053.17;12161.89;3083.62;15957.55;38027.48;0.00;0.00;24788.09;0.00;263311.53;9.00;42442.47;67642.88;3368.89
M;50 t/m 54 jaar;TERNEUZEN;1953;1928.91;1585866.78;494821.81;420822.20;109917.00;64979.49;55452.91;81143.76;125017.59;26260.21;16655.34;2177.78;17445.69;45317.55;0.00;42.02;32252.89;0.00;574499.35;7.20;0.00;132248.45;3329.24
M;55 t/m 59 jaar;TERNEUZEN;1901;1885.34;2431890.71;707754.55;209813.68;107999.47;73045.92;75705.52;80653.57;181489.53;45456.08;33435.20;4841.42;26968.62;61716.13;0.00;0.00;16980.90;0.00;736006.35;5.40;22147.60;96921.13;3395.43
M;60 t/m 64 jaar;TERNEUZEN;1828;1816.90;2824447.33;780393.33;109419.87;104592.22;77584.31;120868.79;84064.54;190664.33;44212.50;26346.80;6916.11;27450.31;63999.36;0.00;0.00;15867.74;0.00;687769.70;1.80;39539.99;147888.19;5146.18
M;65 t/m 69 jaar;TERNEUZEN;2028;2003.72;4130439.18;939391.57;63083.31;162158.19;99474.82;177065.60;119567.59;291215.87;88865.72;42429.42;9255.37;56486.86;99935.41;0.00;0.00;5275.11;0.00;1084614.12;7.20;45557.60;329005.93;37034.72
M;70 t/m 74 jaar;TERNEUZEN;1586;1563.98;4099683.99;900586.48;43531.21;132946.46;82511.26;158794.57;91206.59;263202.01;56371.97;38137.59;8778.02;93475.69;95616.08;0.00;0.00;2068.67;0.00;1151807.74;1.80;231073.28;316078.56;8638.10
M;75 t/m 79 jaar;TERNEUZEN;1160;1139.40;3900150.30;796160.34;147319.97;111798.16;78125.63;126101.08;90801.38;278502.21;49783.57;46780.85;11747.84;46305.54;131334.58;0.00;0.00;168.00;0.00;569059.72;0.00;163304.97;480952.88;17012.24
M;80 t/m 84 jaar;TERNEUZEN;739;708.97;2713621.57;556289.40;43470.18;71335.14;65132.26;81253.40;78337.66;247282.13;28480.89;27657.53;6229.21;19177.92;110163.84;0.00;0.00;0.00;0.00;194955.56;1.80;201648.95;586945.01;5651.51
M;85 t/m 89 jaar;TERNEUZEN;410;380.71;1346806.08;328120.48;6729.01;37240.76;44363.93;42869.19;47198.30;148290.96;13627.85;31186.39;7025.96;3150.83;83209.69;0.00;0.00;0.00;0.00;79793.95;0.00;130726.89;536437.61;2844.80
M;90+;TERNEUZEN;212;180.88;546589.43;160711.63;3757.89;17485.62;25849.88;16928.30;45115.55;83523.39;3181.50;12779.00;3547.38;2933.62;53231.27;0.00;0.00;0.00;0.00;37677.72;0.00;61930.42;580469.64;1014.90
V; 0 t/m  4 jaar;TERNEUZEN;1193;1052.35;925786.39;109495.76;0.00;57869.17;30553.39;24.13;101584.87;22482.63;15005.91;16697.07;26432.03;6838.03;8197.64;0.00;0.00;0.00;0.00;258741.37;4.50;0.00;45838.47;32345.06
V; 5 t/m  9 jaar;TERNEUZEN;1173;1144.62;379363.92;63652.35;0.00;65362.18;25208.40;267.09;57546.13;58596.35;103313.62;23971.58;49086.59;12067.81;3399.66;0.00;0.00;0.00;0.00;46677.95;1.80;0.00;4296.24;54286.39
